Channel,ID,Prompt,Timestamp
newbies-143,1.01E+18,"hyper-detailed, real image of the Narasimha avatar of lord vishnu, human body and a lions head and claws, Narasimhas hair to the folds of hiranyakashipus clothes Narasimha avatar and its role in Hindu mythology -",4/29/2023
newbies-143,1.01E+18,"real image of the worst part of Kalyug, 432000 years later, vish kalki avatar, 7 chiranjeevi saving world according to Hindu mythology -",4/29/2023
newbies-143,1.01E+18,"real image of the Narasimha avatar of lord vishnu, human body and a lions head and claws, representing his ferocity and power, His eyes blaze with anger as he fiercely battles the demon king Hiranyakashipu, The image captures the intensity of the battle, with the demon king desperately trying to fight off the deitys powerful grip, The intricate details of the image, from the strands of Narasimhas hair to the folds of hiranyakashipus clothes, are truly breathtaking, As you stand before this awe-inspiring depiction of Lord Vishnu, Narasimha avatar and its role in Hindu mythology -",4/29/2023
newbies-143,1.01E+18,"real image of the worst part of Kalyug, 432000 years later, humans hate gods like vishnu and kalki avatar, destroying world according to Hindu mythology -",4/29/2023
newbies-143,1.01E+18,"alice in wonderland, tea party with the white rabbit, High quality, 300 dpi, cute illustration for nursery room, pastel goth, white solid background -",4/29/2023
newbies-143,1.01E+18,"alice in wonderland, High quality, 300 dpi, cute illustration for nursery room, pastel goth, 32K -",4/29/2023
newbies-173,1.10E+18,"japan high speed train parked at station, see the railbed and electric feeds",4/29/2023
newbies-173,1.08E+18,"an english garden with all white flowers, including calla lillies, white alyssums, and shasta daisies drawn in a comic book style",4/29/2023
newbies-173,1.10E+18,blank light blue tshirt mockup hd,4/29/2023
newbies-173,1.10E+18,realistic female model wearing blank pink tshirt and jeans mockup hd,4/29/2023
newbies-173,1.10E+18,"huge iceberg blue, green ice floating in ocean -",4/29/2023
newbies-173,1.10E+18,realistic female model wearing blank white tshirt and jeans hd,4/29/2023
newbies-173,1.08E+18,a moon garden drawn in a comic book style,4/29/2023
newbies-173,1.01E+18,I want it to represent the feel of the Oceans 12 movie jacket with everyone walking toward the front of the room  White background  Seven various consultants in suits gathered and walking in one direction I want it to express a feeling of hope  -,4/29/2023
newbies-173,1.10E+18,realistic female wearing blank pink tshirt wearing jeans in hd,4/29/2023
newbies-173,1.10E+18,hugh iceberg,4/29/2023
newbies-173,1.10E+18,female model wearing blue jeans and a blank white tshirt,4/29/2023
newbies-173,1.01E+18,White background  Seven consultants of various ethnicities in suits gathered and heading in one direction  -,4/29/2023
newbies-173,1.10E+18,coloring pages for girls with mermaids fish turtles,4/29/2023
newbies-173,1.10E+18,beautiful coloring pages with animals for kindergarten kids,4/29/2023
newbies-173,1.10E+18,"Two hands with five fingers on each hand , held together open wide as if to catch something, vector , white background",4/29/2023
newbies-173,1.01E+18,"White background  Seven consultants of various ethnicities in suits gathered and heading in one direction  They are not wearing sunglasses  The bright background should express a sense of hope  I would like to see a representation of the feeling of the movie Oceans 12 movie jacket with everyone walking toward the front of the room Highly realistic, professional porrait photography, 32k, Ultra-HD, post processing ,-",4/29/2023
newbies-3,7.99E+17,"white palace with pillars, ethereal, soft, realistic -",4/29/2023
newbies-3,2.66E+17,"Star Wars, Mandalorian, Facing Forward, Holding Rifle, Unique Armor, 4k, No background,",4/29/2023
newbies-3,1.05E+18,"meeting room agency ,high white contrast lights from all sides , no shadow , ultra detailed, without windows , realistic, 8k , v-",4/29/2023
newbies-3,1.09E+18,"Expresionism style, diagrammatic virtual futuristic culturist, fitness, training, bulk, muscles, vistual brain, blueprint, vistual dumbells light speed ux, super power, glowing in green, ultra realistic, website stylize 1000",4/29/2023
newbies-3,1.07E+18,"screengrab of a blond 35 year old actress like Kristen Bell walking down an aisle in the supermarket when suddenly the surroundings change, and she finds herself standing in her living room filled with Christmas decorations  the blonde actress, in her 30s, standing in the supermarket with a basket in hand, gazing up in awe at the beautiful Christmas display before her  Show the woman standing in the midst of the Christmas section in the supermarket, surrounded by twinkling lights, colorful ornaments, and festive decor  clear facial features, cinematic, wide shot, 35mm lense, f/2 8, accent lightining, global illumination, kaufland commercial, shot on a hasselblad -",4/29/2023
newbies-3,1.09E+18,"Expressionism style, diagrammatic virtual futuristic culturist, fitness, training, bulk, muscles, vistual brain, blueprint, vistual dumbells light speed ux, super power, glowing in green, ultra realistic, website stylize 1000",4/29/2023
newbies-3,2.20E+17,"Content  Red veined sorrel being added to a mixed drink for color Medium  Photography Style  Bright, natural, and airy Lighting  Natural sunlight, highlighting the colors of the drink and the sorrel Colors  Fresh greens and reds, with a focus on the natural beauty of the outdoor setting Composition  A close-up shot of red veined sorrel being added to a mixed drink in a bright and airy outdoor setting  Option  Bring the beauty of nature to your mixed drink with a bright and airy photography shot of red veined sorrel being added to the drink in a natural outdoor setting  Use natural sunlight to highlight the fresh greens and reds of the sorrel and the drink, creating a stunning visual effect that captures the essence of nature  For composition, capture a close-up shot of the red veined sorrel being delicately placed on top of the mixed drink in a bright and airy outdoor setting  With a focus on the natural beauty of the outdoor setting, this image will showcase the vibrancy and freshness of the sorrel, making the drink even more appealing  Use a bright and airy style to convey the energy and excitement of adding a touch of nature to your drink ",4/29/2023
newbies-3,1.09E+18,"Scottish female warrior with blue eyes, luscious lips, light brown hair, no freckles, full body pose with shield and weapons in a thin Viking attire ready to go into battle",4/29/2023
newbies-3,1.05E+18,"gulfstream 5 landing at a tropical island at sunset during a thunderstorm with lightning, 8k, photorealistic, highly detailed -",4/29/2023
newbies-3,1.10E+18,"isometric, Traditional Chinese house on a river, beautiful, hyper realistic, ultra detailed, -",4/29/2023
newbies-3,4.01E+17,Nabra Farou Shihali dancing sensually in the mist,4/29/2023
newbies-3,7.99E+17,"temple pillars in PNG format, detailed, realistic -",4/29/2023
newbies-3,5.71E+17,"Make a painting with this criteria  Color  Van Goghs paintings are typically filled with bright, bold colors that stand out against each other  He often used complementary colors, such as blue and orange or yellow and purple, to create contrast and depth  His use of color was often emotional, with each hue representing a different feeling or mood  Brushstrokes  Van Goghs brushstrokes were thick and expressive, with visible texture and movement  He used a variety of brush sizes and shapes to create different effects, from fine lines to broad sweeps of color  His brushstrokes were often directionally aligned, creating a sense of movement and energy  Subject matter  Van Goghs paintings often featured landscapes, still lifes, and portraits, but he added his own unique perspective and style to each subject  His landscapes were often dramatic, with swirling skies and exaggerated features, such as cypress trees or wheat fields  His still lifes were full of vibrant colors and textures, with simple objects like flowers or fruit taking on a lively personality  His portraits were often of people he knew, with exaggerated features and vivid expressions that revealed their personality  Composition  Van Goghs compositions were often asymmetrical, with objects placed off-center or at unusual angles  He used diagonal lines to create a sense of movement and energy, and often included curved or swirling forms  His use of perspective was unconventional, with objects appearing to be flattened or elongated ",4/29/2023
newbies-3,2.66E+17,"star wars, mandalorian looking straight forward, holding a rifle, 4k,",4/29/2023
newbies-3,2.20E+17,"Content  Red veined sorrel being added to a mixed drink for color Medium  Photography Style  Vibrant, colorful Lighting  Bright and natural, highlighting the colors of the drink and the sorrel Colors  Rich greens and reds, with a focus on the contrasting colors of the drink and the sorrel Composition  A close-up shot of red veined sorrel being delicately placed on top of a mixed drink, creating a beautiful and colorful effect  Option  Add a pop of color to your mixed drink with a vibrant and colorful photography shot of red veined sorrel being added to the drink  Use bright and natural lighting to highlight the rich greens and reds of the sorrel and the drink, creating a striking visual effect  For composition, capture a close-up shot of the red veined sorrel being delicately placed on top of the mixed drink, creating a beautiful and colorful effect that will appeal to the eyes as well as the taste buds  With a focus on the contrasting colors of the drink and the sorrel, this image will showcase the beauty of nature and its ability to enhance our everyday experiences  Use a vibrant and colorful style to convey the energy and excitement of adding a touch of red veined sorrel to your drink ",4/29/2023
newbies-3,6.93E+17,"Men doing business on a yacht, brought to life through Pixar 3D animation, taking inspiration from the creative genius of Brad Bird  The scene showcases the lively interactions among the businessmen, as they collaborate and brainstorm ideas on the luxurious yacht  The color temperature leans towards a neutral palette, giving the image a clean and modern feel  Facial expressions are dynamic and expressive, conveying the nuances of the conversation  The soft, diffused lighting highlights the characters and the yacht, creating an atmosphere of innovation and teamwork  -",4/29/2023
newbies-3,6.95E+17,"/ralaxing meditation large square window and view to another desert cyberpunk city world, stranger relaxing, sunrise, moody neon lights, ultra detail, photo quality -",4/29/2023
newbies-3,7.99E+17,"realistic blue toned dragon with happy looking face, ethereal, highly detailed, high resolution, full body view -",4/29/2023
newbies-3,1.07E+18,"screengrab of a blond 35 year old actress like elizabeth banks walking down an aisle in the supermarket when suddenly the surroundings change, and she finds herself standing in her living room filled with Christmas decorations  clear facial features, cinematic, 35mm lense, f/2 8, accent lightining, global illumination, kaufland commercial, shot on a hasselblad -",4/29/2023
newbies-3,7.95E+17,"photo of brutalist 8 storey very long concrete building structural grid inspired by robin hood gardens with green lush terraces moss and hairy plants mixed types green like the jungle, seen on a foggy day in a busy street in Seoul highly detailed v5 seen frontally -",4/29/2023
newbies-3,1.05E+18,"boeing 777 landing at a tropical island during a thunderstorm with lightning at sunset, 8k, photorealistic, highly detailed -",4/29/2023
newbies-3,7.31E+17,"isometric, Traditional japanese house on a river, beautiful, hyper realistic, happy vibes -",4/29/2023
newbies-3,2.20E+17,"Content  Married couple looking at a vertical microgreens farm Medium  Photography Style  Natural, candid, with a touch of cinematic flair Lighting  Bright, natural lighting Colors  Earthy greens and browns with pops of color from the microgreens Composition  A shot of the married couples backs facing towards the vertical microgreens farm, looking towards the farm with interest and awe, using a 35mm lens and the Josh Cohen visual style for a cinematic look  Option  Immerse yourself in the beauty of sustainable farming with a natural and candid photography shot of a married couple looking at a vertical microgreens farm  Use bright, natural lighting to highlight the natural beauty of the farm and its microgreens  For colors, incorporate earthy greens and browns, with pops of color from the microgreens to enhance the visual appeal of the scene  For composition, capture a shot of the married couples backs facing towards the vertical microgreens farm, looking towards the farm with interest and awe, inspired by the sustainability and eco-friendliness of the farm  Use a natural and candid style with a touch of cinematic flair to convey the authenticity and sincerity of the couples appreciation for the farm  Incorporate cinematic visual elements like a 35mm lens and the Josh Cohen visual style to create a captivating and immersive image that evokes the beauty and potential of sustainable agriculture ",4/29/2023
newbies-33,9.36E+17,"man posing for interview, in the style of turqoise and orange, interactive experiences, smilecore, bold gestures, letras y figuras, rounded, stockphoto -",4/29/2023
newbies-33,1.10E+18,spartan warrior with shield in hand and black background,4/29/2023
newbies-33,9.36E+17,"man with beard posing for interview, in the style of light green and yellow, interactive experiences, smilecore, bold gestures, letras y figuras, rounded, stockphoto -",4/29/2023
newbies-33,9.36E+17,"happy businesswoman standing in the office premium photo, in the style of 32k uhd, design by architects, textured -",4/29/2023
newbies-33,9.36E+17,"a smiling woman in a blue denim shirt standing in the office, in the style of rounded, deutscher werkbund -",4/29/2023
newbies-33,9.36E+17,"smiling young working woman in office, in the style of light indigo, colab -",4/29/2023
newbies-33,9.36E+17,"happy woman smiling at her computer in office, in the style of large canvas format, kurzgesagt, photo taken with nikon d750, colab, curvilinear, handsome, jean restout the younger -",4/29/2023
newbies-33,9.36E+17,"a young woman and a young man laughing against blue background, in the style of light turquoise and dark orange, normcore, soft-edged -",4/29/2023
newbies-33,9.36E+17,"woman laughing in orange sweater, in the style of vibrant colorism, light azure and dark amber, lit kid, youthful protagonists, normcore, exaggerated facial features -",4/29/2023
newbies-33,9.36E+17,"a young woman laughing against blue background, in the style of light turquoise and dark orange, normcore, soft-edged -",4/29/2023
newbies-33,9.36E+17,"Midjourney Bot BOT â€” Today at 5 30 PM smiling woman talking behind blue background nufoco, in the style of orange and amber, emotionally complex, youthful energy, kris knight, stockphoto 2 3 -",4/29/2023
newbies-33,6.32E+17,"gem, masterpiece, gemstone, geometric pattern, collection sheet, regular arrangement, flat design, uniform lightness, light color, transparency, no shadow, background, perfect detail, -",4/29/2023
newbies-33,9.36E+17,"beautiful young woman laughing isolated against blue, in the style of light teal and dark orange, afro-caribbean influence, #vfxfriday, naive childlike, normcore, textural layering, playful appropriation -",4/29/2023
newbies-33,9.36E+17,"smiling woman talking behind blue background nufoco, in the style of orange and amber, afro-caribbean influence, normcore, emotionally complex, youthful energy, kris knight, stockphoto -",4/29/2023
newbies-33,9.36E+17,"a young black woman laughing against blue background, in the style of light turquoise and dark orange, normcore, soft-edged -",4/29/2023
newbies-33,9.36E+17,"woman laughing in orange sweater, in the style of vibrant colorism, light azure and dark amber, afro-caribbean influence, lit kid, youthful protagonists, normcore, exaggerated facial features -",4/29/2023
newbies-33,3.68E+17,"a urban homestead in pinellas park, fl with laying hens, a pool, hot tub, hibachi griddle and large covered patio",4/29/2023
newbies-63,1.05E+18,"cute zodiac sign Cancer, crab, hand became crab claws, full body, orange, by Takeya Takayuki -",4/29/2023
newbies-63,1.08E+18,a little girl blowing soap bubbles that turn into planets around the sun,4/29/2023
newbies-63,1.05E+18,"The Little Prince, Clock, illustration, Saint-ExupÃ©ry drawning",4/29/2023
newbies-63,1.05E+18,"Clock, hiper detailed, illustration, Saint-ExupÃ©ry style",4/29/2023
newbies-63,9.57E+17,a little girl blowing soap bubbles rising above her head and orbiting the sun,4/29/2023
newbies-63,9.57E+17,a little girl blowing soap bubbles that turn into planets around the sun above her heard,4/29/2023
newbies-63,9.57E+17,a little girl blowing soap bubbles that turn into planets orbiting around the sun,4/29/2023
newbies-63,9.57E+17,"A Grand Piano on a frozen lake, piano keys on fire being played by a virtuoso dressed in a tuxedo and tails, aurora borealis in the background",4/29/2023
newbies-93,9.70E+17,"Romance of the Three Kingdoms Cao Cao, dark version, sense of technology",4/29/2023
newbies-93,9.10E+17,pretty girl sneaking on a plane with a gigantic backpack overflowing with clothes ,4/29/2023
newbies-93,9.10E+17,"pretty girl sneaking on plane with oversized backpack, nikon",4/29/2023
newbies-93,7.20E+17,white grey black earthenware ceramic abstract woman body with holes sculpture with cracks texture representing sweetness and kindness and feminity -,4/29/2023
newbies-93,7.20E+17,white grey black earthenware ceramic body sculpture with cracks texture of an abstract shape representing sweetness and kindness and feminity -,4/29/2023
newbies-93,7.20E+17,white grey black earthenware ceramic sculpture with cracks texture of an abstract shape representing sweetness and kindness and feminity -,4/29/2023
newbies-93,7.20E+17,beige brown and salmon earthenware ceramic sculpture with cracks texture of an abstract shape representing sweetness and kindness and feminity -,4/29/2023
newbies-93,7.20E+17,white earthenware ceramic sculpture of an abstract shape representing sweetness and kindness and feminity -,4/29/2023
newbies-93,5.73E+17,"Turkmen man, 30 years old, black hair short haircut, brown eyes, without hair on his face, in sorcerer style, wearing blue-green armour, very rich",4/29/2023
newbies-93,7.03E+17,"video game portrait of female spear wielding Chinese warrior, long black hair, smirking",4/29/2023
newbies-93,7.03E+17,video game portrait of a beautiful dryad,4/29/2023
newbies-93,7.03E+17,"video game portrait of a hammer wielding medieval hero, smiling",4/29/2023
newbies-93,5.73E+17,"pushtun man, 30 years old, without hair on his head, without hair on his face, blue eyes, in sorcerer style, wearing ancient Arabian clothes, very rich",4/29/2023
newbies-93,5.73E+17,"Arabian man, 30 years old, long black hair, blue eyes, in sorcerer style, in cyber style, wearing in ancient clothes, with implants",4/29/2023
newbies-93,5.77E+17,cat with horse,4/29/2023
newbies-93,9.24E+17,hyper realistic picture of a balcony  A grey short hair cat is sitting on a table and enjoing the evening sun while sleeping  A woman with blond hair is sitting right next to the cat drinking a caffe latte -,4/29/2023
newbies-93,5.45E+17,"predator the musical, in a theatre, wideshot, full body, photorealistic, photorealistic render ",4/29/2023
newbies-93,9.24E+17,realistic picture of a balcony  A grey short hair cat is sitting on a table and enjoing the evening sun while sleeping  A woman with blond hair is sitting right next to the cat drinking a caffe latte -,4/29/2023
newbies-93,5.77E+17,"The image portrays a cat dressed as Batman, riding a majestic horse  The cat is wearing a black and grey Batman suit, complete with the signature bat ears and cape  The horse is also dressed in a black cape, matching the cats outfit  The cat is holding the reins of the horse and looks ready for a mission  The duo is galloping across a lush meadow, with tall grass swaying in the wind  In the background, a vast galaxy can be seen, with stars and planets shining brightly  The cat and horse seem to be heading towards a bright light in the distance, which could be a distant planet or a secret hideout  The color scheme of the image is dark and moody, with shades of black, grey, and blue dominating the scene  The galaxy in the background is bright and colorful, adding a surreal touch to the image  This description can serve as a great starting point for generating an image using Midjourney  You can use a neural network to train it to generate images with similar elements, such as a cat, horse, Batman costume, and galaxy  You can also adjust the description and elements to achieve the desired visual effect ",4/29/2023
newbies-93,9.24E+17,realistic picture of a balcony  A grey short hair cat is sitting on a table and enjoing the evening sun while sleeping  A woman with blond hair is sitting right next to the cat drinking a caffe latte -,4/29/2023
newbies-17,1.08E+18,"80s theme, 22 year old beautiful mexican woman, medium skin tone , green eyes, middle part long slick down dark brown hair, oval face shape, angular jaw, length/width ratio normal, wing eyeliner, winged out eyelashes, plump full glossy lips, soft blush,hoop earrings, model pose dark area with neon lights in background, pink dress, 80â€™s women clothing, ultra hd, high definition, animation style",4/29/2023
newbies-17,1.10E+18,"girl walking down a country road tired, hitch hiker, wearing short denim shorts and a white bralet top, medium format photography, film photography, focused image, high quality, 60s, Wes Anderson style, pastel colors -",4/29/2023
newbies-17,2.49E+17,"a very well dressed and cool humanoid mushroom awesomely dancing to some techno, in the style of a renaissance oil painting",4/29/2023
newbies-17,7.99E+17,weeping willow tree house estate overlooking a coy pond and Japanese stone garden -,4/29/2023
newbies-17,1.09E+18,"minimalistic light color environment of a corporate office with ergonomic height adjustable table rendering, 45 degree table rotation perspective , 8k, super detailed, -",4/29/2023
newbies-17,5.34E+17,man falling down the stairs at a sports stadium 4k hyper realistic -,4/29/2023
newbies-17,5.20E+17,"VISUAL STYLE  Cyberpunk, GENRE  Fantasy, SUBJECT(S)  Alice in Wonderland, TIME PERIOD  Futuristic, COLOR  Neon, ASPECT RATIO  16 9, FORMAT  Digital, FRAME SIZE  1920x1080, LENS SIZE  Fish-eye, COMPOSITION  Centered, LIGHTING  Fluorescent, LIGHTING TYPE  Artificial, TIME OF DAY  Nighttime, ENVIRONMENT  Urban, LOCATION TYPE  Dark alley, SET  Futuristic city, CAMERA  Moving, LENS  Fish-eye, FILM STOCK / RESOLUTION  4K resolution, TAGS  Alice in Wonderland -",4/29/2023
newbies-17,5.34E+17,a modern logo for a company that reports on race car drivers,4/29/2023
newbies-17,1.08E+18,"80s theme, 22 year old beautiful mexican woman, medium skin tone , green eyes, middle part long slick down dark brown hair, oval face shape, angular jaw, length/width ratio normal, wing eyeliner, winged out eyelashes, plump full glossy lips, soft blush,hoop earrings, model pose in pool, different shades of pink around her, 80â€™s women clothing, ultra hd, high definition, animation style",4/29/2023
newbies-17,1.09E+18,"minimalistic light color environment of a corporate office with ergonomic height adjustable table, 45 degree table rotation perspective, soft studio light, 8k, super detailed, -",4/29/2023
newbies-17,2.49E+17,"a humanoid mushroom happily dancing to some techno, in the style of a renaissance oil painting",4/29/2023
newbies-17,1.09E+18,"c3p0 face in sticker style, white background",4/29/2023
newbies-17,1.09E+18,"darth vador face, in sticker style",4/29/2023
newbies-17,1.10E+18,"women walking down country road wearing short denim shorts and a white bralet top, photography, high definition, focused image, high quality, sixties, Wes Anderson style, pastel colors",4/29/2023
newbies-17,1.08E+18,"80s theme, 22 year old beautiful mexican woman, medium skin tone , green eyes, middle part long slick down dark brown hair, oval face shape, angular jaw, length/width ratio normal, wing eyeliner, winged out eyelashes, plump full glossy lips, soft blush,heart earrings, model pose in pool, different shades of pink around her, 80â€™s women clothing, ultra hd, high definition,",4/29/2023
newbies-17,5.20E+17,"Cheshire cat,celinder on his head,steampunk glasses,tails,cane,super detailing,8k rendering,shadow detailing -",4/29/2023
newbies-17,2.49E+17,a very muscular and handsome mushroom dancing to some techno with a smile on its face,4/29/2023
newbies-17,1.09E+18,"empty office with one height adjustable table, hyper-realistic, soft light, 8k, super detailed, -",4/29/2023
newbies-17,5.34E+17,"Young man in the mountians learning to controll lighting with his body, lush scenery, lake in the foreground 4k animiation style v 5",4/29/2023
newbies-17,1.08E+18,"80s theme, 22 year old beautiful mexican woman, medium skin tone , green eyes, middle part long slick down dark brown hair, oval face shape, angular jaw, length/width ratio normal, wing eyeliner, plump full glossy lips, soft blush,silver hoop earrings, model pose at sunset, sunlight hitting her face and body, different shades of pink around her, 80â€™s women clothing, ultra hd, high definition,",4/29/2023
newbies-17,1.08E+18,"denim skirt, belt, red currant  Picture movement  Natural, photorealistic  Beige and light brown tones -",4/29/2023
newbies-17,1.08E+18,"80s theme, 22 year old beautiful mexican woman, medium skin tone , green eyes, middle part long slick down dark brown hair, oval face shape, angular jaw, length/width ratio normal, wing eyeliner, plump full glossy lips, soft blush,silver hoop earrings, model pose at sunset, sunlight hitting her face and body, different shades of pink around her, 80â€™s women clothing, ultra hd, high definition, realistic,",4/29/2023
newbies-17,1.09E+18,"empty office with one height adjustable table, hyper realistic, natural light, soft light, 8k, super detailed, -",4/29/2023
newbies-17,1.08E+18,"denim skirt, belt, watermelon  Picture movement  Natural, photorealistic  Beige and light brown tones -",4/29/2023
newbies-17,5.34E+17,Modern Wizard fixes cracked phone screens manga panel -,4/29/2023
newbies-17,1.08E+18,"80s theme, 22 year old beautiful mexican woman, medium skin tone , green eyes, middle part long slick down dark brown hair, oval face shape, angular jaw, length/width ratio normal, wing eyeliner, plump full glossy lips, soft blush,silver hoop earrings, model pose at daylight, different shades of pink around her, 80â€™s women clothing, ultra hd, high definition, realistic,",4/29/2023
newbies-17,1.08E+18,"jeans, belt, green grapes  Picture movement  Natural, photorealistic  Beige and light brown tones -",4/29/2023
newbies-17,1.09E+18,"empty office room, hyper realistic, natural light, soft light, 8k, super detailed, -",4/29/2023
newbies-47,9.34E+17,"bertha, grateful dead, thats all folks porky pig",4/29/2023
newbies-47,5.71E+17,"landing page design of a surreal city landscape of a figure starting a journey from a Start of Your Journey signpost, encountering symbolic milestones like books, hurdles, trophies, and doors along the way  The path leads to a golden, glowing door, representing the dream job  Use a vibrant palette of blues, golds, and greens for a positive and inspiring tone ",4/29/2023
newbies-47,6.89E+17,josh van der flier cheating playing cards -,4/29/2023
newbies-47,8.28E+17,"lion astronaut, flying in Outerspace -",4/29/2023
newbies-47,1.09E+18,"a big buddha sitting on a large ocean in the sun, in the style of dark sky-blue and light gold, vibrant neo-traditional, hyper-realistic water, swirling vortexes, layered translucency, electric color schemes, samikshavad",4/29/2023
newbies-47,9.34E+17,"Halfway through our wild ride with the Looney Tunes crew, we pause to catch our breath and reflect on the surreal adventures weve had so far  And who better to guide us through this psychedelic journey than Bertha from the Grateful Dead? With her iconic smile and trippy tunes, Bertha reminds us to keep grooving to the rhythm of life and enjoy every moment  So take a deep breath, relax, and get ready for the second half of our Looney Tunes escapade  Thats all, folks    for now!",4/29/2023
newbies-47,6.89E+17,josh van der flier as trickster -,4/29/2023
newbies-47,9.70E+17,"man in medieval dungeon, angry, haggard, handsome, brushstrokes, illustration, fantasy -",4/29/2023
newbies-47,1.10E+18,digital illustration of a dolphin family,4/29/2023
newbies-47,1.09E+18,"person, buddha floating in the ocean with the sun shining behind him, in the style of vibrant neo-traditional, dark sky-blue and light yellow, digital airbrushing, imposing monumentality, flowing lines, samikshavad, illusory wallpaper portraits -",4/29/2023
newbies-47,9.34E+17,"Looney Tunes Thats All Folks, Grateful Dead Bertha Skeleton, label dead and company final tour summer 2023",4/29/2023
newbies-47,8.28E+17,"fantasy illustration style, portrait of a beautiful girl wearing futuristic clothing with green tammy tailer long nails, liquid light pink and liquid gold drip paint, flying white rose petals, creamy colors, brushstrokes, dynamic",4/29/2023
newbies-47,7.70E+17,"trafic on the highway, travelling concept, sunset, motion blur, summer, photorealistic, photographypaisaje,",4/29/2023
newbies-47,5.71E+17,SVG styled art of man looking away from my POV into a mirror  In the mirror he is dressed as a confident pilot and smiling ,4/29/2023
newbies-47,8.28E+17,"elephant scuba diving , cyberpunk setting",4/29/2023
newbies-47,8.28E+17,johannesburg night life cyberpunk setting,4/29/2023
newbies-47,7.70E+17,"minibus on the highway, travelling concept, sunset, motion blur, summer, photorealistic, photographypaisaje,",4/29/2023
newbies-47,1.10E+18,"cool wallpaper for gen z, 4k, -",4/29/2023
newbies-47,8.28E+17,black family of 5 smiling at looking at each other -,4/29/2023
newbies-47,1.04E+18,edgy japanese dj guy with long black hair and neck tattoos in a realistic cyberpunk setting,4/29/2023
newbies-47,1.10E+18,"Photograph of a young woman from behind, in a white dress and long wavy brown hair and fair complexion, standing at a large open wooden door leading to a garden full of light and beautiful flowers r ultra hd 8k -",4/29/2023
newbies-47,7.70E+17,"landscape, mountain, route, bridge front, road, day, landscape, light, sunset, cinematic, render, 8k",4/29/2023
newbies-47,1.09E+18,"digital illustration of a tender gaze of an ultra-realistic mixed-race young boy in a bedroom , 4k, hdr, -",4/29/2023
newbies-77,1.10E+18,"miro, petri dishes, test tube, DNA, pattern",4/29/2023
newbies-77,9.41E+17,"rainbow colored flowers in a bunch, roses, sunflowers, daisies, carnations, tulips, gerbera daisy, coloring book style, 8k, vibrant -",4/29/2023
newbies-77,9.41E+17,"rainbow colored teddy bear made out of roses, care bear sky background, coloring book style, 8k, vibrant -",4/29/2023
newbies-77,9.41E+17,"rainbow colored teddy bear made out of daisies, holding a honey pot, coloring book style, 8k, vibrant -",4/29/2023
newbies-77,9.41E+17,"rainbow colored teddy bear made out of daisy flowers, care bear background style with pink clouds, coloring book style, 8k, vibrant -",4/29/2023
newbies-77,8.28E+17,design a super hero mascot for a medical aid,4/29/2023
newbies-77,9.41E+17,"rainbow colored teddy bear made out of roses, lisa frank, care bear background style, coloring book style, 8k, vibrant -",4/29/2023
newbies-77,8.28E+17,design a super hero with a medical cross as the badge on this front,4/29/2023
newbies-77,9.41E+17,"rainbow colored teddy made out of flowers, coloring book style, 8k, vibrant -",4/29/2023
newbies-77,9.41E+17,"rainbow colored flowers in a bunch, roses, sunflowers, daisies, carnations, coloring book style, 8k, vibrant -",4/29/2023
newbies-77,8.28E+17,"a painting by Fabio Cembranelli of a Caucasian nurse looking after a terminally ill todler in a hospital bed  The atmosphere is soft, warm colors, bright -",4/29/2023
newbies-77,8.28E+17,a stylish logo for with the text best hospital plans i it,4/29/2023
newbies-77,8.15E+17,"a painting by Fabio Cembranelli of a Caucasian father is looking intrested on his Caucasian preschooler playing on the playroom floor   The atmosphere is soft, warm colors, bright -",4/29/2023
newbies-77,8.15E+17,"a painting by Fabio Cembranelli of a Caucasian mother with warmth and loving face expression sitting to comfort her Caucasian toddler crying girl on the kitchen floor   The atmosphere is soft, warm colors, bright -",4/29/2023
newbies-77,9.68E+17,"We come from the land of the ice and snow From the midnight sun, where the hot springs flow The hammer of the gods will drive our ships to new land To fight the horde and sing, and cry Valhalla, I am coming On we sweep with with threshing oar -",4/29/2023
newbies-77,8.15E+17,"a painting by Fabio Cembranelli of a Caucasian mother bending down to comfort her Caucasian toddler crying girl on the kitchen floor   The atmosphere is soft, warm colors, bright -",4/29/2023
newbies-77,9.68E+17,"In the dooryard fronting an old farm-house near the white-washâ€™d palings, Stands the lilac-bush tall-growing with heart-shaped leaves of rich green, With many a pointed blossom rising delicate, with the perfume strong I love, With every leaf a miracle-",4/29/2023
newbies-13,1.10E+18,"bright white table, christmas scene in the backround, ultra realistic",4/29/2023
newbies-13,1.09E+18,"flat illustration by Atey Ghailan,a girl is relaxing while the sun is setting in a big city, she is contemplating the sky from her home garden -",4/29/2023
newbies-13,8.92E+17,hurculeas holding thors hammer and lightning coming out of the hammer,4/29/2023
newbies-13,1.07E+18,dragon drinking a cocktail at a bar,4/29/2023
newbies-13,1.09E+18,"flat illustration by Atey Ghailan, a girl contemplating the big city in the late afternoon from her house garden -",4/29/2023
newbies-13,1.07E+18,dragon drinking a cocktail at a bar -,4/29/2023
newbies-13,1.10E+18,"ultra realistic, plain bright white coffee mug, sitting on a white table, centered in photo, white table, white backround, pine cones sitting next to coffee mug on the table",4/29/2023
newbies-13,1.09E+18,"flat illustration by Atey Ghailan,a girl is relaxing in her summer house garden in th elate afternoon, the house is in a big city -",4/29/2023
