Channel,ID,Prompt,Date,Tokenized Text,Adjectives Removed,Stemmed Tokens
newbies 3,9.49E+17,Print ad for a chocolate bar in the year 2023  showing a 19 year old college man looking at his computer in his room  In the background you see a desk full of technology and electronic devices  He holds a chocolate bar in his hand  His expression is relaxed and seemingly free of stress  Clean advertising  Live action  Size 8 5 x 11 inches ,4/7/2023,"['print', 'ad', 'chocolate', 'bar', 'year', '2023', 'showing', '19', 'year', 'college', 'man', 'looking', 'computer', 'room', 'background', 'see', 'desk', 'technology', 'devices', 'holds', 'chocolate', 'bar', 'hand', 'expression', 'relaxed', 'seemingly', 'clean', 'advertising', 'live', 'action', 'size', '8', '5', '11', 'inches']","['print', 'ad', 'chocolate', 'bar', 'year', '2023', 'showing', '19', 'year', 'college', 'man', 'looking', 'computer', 'room', 'background', 'see', 'desk', 'technology', 'devices', 'holds', 'bar', 'hand', 'expression', 'relaxed', 'seemingly', 'advertising', 'action', 'size', '8', '5', '11', 'inches']","['print', 'ad', 'chocol', 'bar', 'year', '2023', 'show', '19', 'year', 'colleg', 'man', 'look', 'comput', 'room', 'background', 'see', 'desk', 'technolog', 'devic', 'hold', 'chocol', 'bar', 'hand', 'express', 'relax', 'seemingli', 'clean', 'advertis', 'live', 'action', 'size', '8', '5', '11', 'inch']"
newbies 3,6.27E+17,hand drawn abstract brain with hard disk pattern in style of picasso  sunset orange with tinge of yellow  black background,4/7/2023,"['hand', 'drawn', 'brain', 'disk', 'pattern', 'style', 'picasso', 'sunset', 'orange', 'tinge', 'background']","['hand', 'drawn', 'brain', 'disk', 'style', 'picasso', 'sunset', 'tinge', 'background']","['hand', 'drawn', 'brain', 'disk', 'pattern', 'style', 'picasso', 'sunset', 'orang', 'ting', 'background']"
newbies 113,1.09E+18,For this new Nike basketball shoe  I want to create a premium and sophisticated design that will appeal to discerning players  The shoe should be predominantly black with subtle gold accents  giving it a sleek and refined look  The upper should be made of a premium leather material  with a minimalist and sophisticated design that exudes elegance and class   ,4/7/2023,"['nike', 'basketball', 'shoe', 'want', 'create', 'premium', 'design', 'appeal', 'discerning', 'players', 'shoe', 'predominantly', 'gold', 'accents', 'giving', 'look', 'upper', 'made', 'leather', 'material', 'minimalist', 'design', 'exudes', 'elegance', 'class']","['nike', 'basketball', 'shoe', 'want', 'create', 'premium', 'design', 'appeal', 'discerning', 'players', 'shoe', 'predominantly', 'accents', 'giving', 'look', 'made', 'leather', 'minimalist', 'design', 'exudes', 'elegance', 'class']","['nike', 'basketbal', 'shoe', 'want', 'creat', 'premium', 'design', 'appeal', 'discern', 'player', 'shoe', 'predominantli', 'gold', 'accent', 'give', 'look', 'upper', 'made', 'leather', 'materi', 'minimalist', 'design', 'exud', 'eleg', 'class']"
newbies 47,1.09E+18,regional vitalization on metaverse  community  grandmother and son and mother  happy  pastel tone  miyazaki style,4/7/2023,"['vitalization', 'metaverse', 'community', 'grandmother', 'son', 'mother', 'pastel', 'tone', 'miyazaki', 'style']","['vitalization', 'metaverse', 'community', 'grandmother', 'son', 'mother', 'pastel', 'tone', 'miyazaki', 'style']","['vital', 'metavers', 'commun', 'grandmoth', 'son', 'mother', 'pastel', 'tone', 'miyazaki', 'style']"
newbies 47,1.09E+18,A cool logo for a device design and manufacturing company  chemical and new material element  blue and gold color  with a triangle  new energy,4/7/2023,"['logo', 'device', 'design', 'manufacturing', 'company', 'chemical', 'material', 'element', 'blue', 'gold', 'color', 'energy']","['device', 'design', 'manufacturing', 'company', 'material', 'element', 'blue', 'gold', 'color', 'energy']","['logo', 'devic', 'design', 'manufactur', 'compani', 'chemic', 'materi', 'element', 'blue', 'gold', 'color', 'energi']"
newbies 26,1.09E+18,Black and white line drawing for adult colouring book of cartoon style of a magical handsome male elve thick crisp lines outline art no noise 23  ,4/7/2023,"['black', 'line', 'drawing', 'adult', 'colouring', 'book', 'cartoon', 'style', 'handsome', 'male', 'elve', 'crisp', 'lines', 'outline', 'art', 'noise', '23']","['line', 'drawing', 'adult', 'colouring', 'book', 'cartoon', 'style', 'male', 'elve', 'crisp', 'lines', 'outline', 'art', 'noise', '23']","['black', 'line', 'draw', 'adult', 'colour', 'book', 'cartoon', 'style', 'handsom', 'male', 'elv', 'crisp', 'line', 'outlin', 'art', 'nois', '23']"
newbies 26,1.09E+18,a young African male warrior having a conversation with a Phoenix bird in the middle of the forest photo realistic 16k,4/7/2023,"['african', 'male', 'warrior', 'conversation', 'phoenix', 'bird', 'middle', 'photo', '16k']","['male', 'conversation', 'phoenix', 'bird', 'photo', '16k']","['african', 'male', 'warrior', 'convers', 'phoenix', 'bird', 'middl', 'photo', '16k']"
newbies 3,5.95E+17,EXTERNALURL  plus size beautiful blonde model portrait photo realism,4/7/2023,"['externalurl', 'plus', 'size', 'blonde', 'model', 'portrait', 'photo', 'realism']","['plus', 'size', 'blonde', 'model', 'portrait', 'photo', 'realism']","['externalurl', 'plu', 'size', 'blond', 'model', 'portrait', 'photo', 'realism']"
newbies 17,6.17E+17,Five chinchillas are wearing orange trench coats  ,4/7/2023,"['five', 'chinchillas', 'wearing', 'orange', 'trench', 'coats']","['five', 'chinchillas', 'wearing', 'orange', 'trench', 'coats']","['five', 'chinchilla', 'wear', 'orang', 'trench', 'coat']"
newbies 47,7.86E+17,Todd mcfarlane style dragon,4/7/2023,"['todd', 'mcfarlane', 'style', 'dragon']","['mcfarlane', 'style', 'dragon']","['todd', 'mcfarlan', 'style', 'dragon']"
newbies 47,1.09E+18,EXTERNALURL  Remove line watermark from image  ,4/7/2023,"['externalurl', 'remove', 'line', 'watermark', 'image']","['externalurl', 'remove', 'line', 'watermark', 'image']","['externalurl', 'remov', 'line', 'watermark', 'imag']"
newbies 43,7.11E+17,A Blue Merle Australian Shepherd wearing a private detective style coat and fedora  sitting at a desk  reading a newspaper  8k Pixar style  v5  setting is old and dirty private detective office,4/7/2023,"['blue', 'merle', 'australian', 'shepherd', 'wearing', 'style', 'coat', 'sitting', 'desk', 'reading', 'newspaper', '8k', 'pixar', 'style', 'v5', 'setting', 'detective', 'office']","['merle', 'shepherd', 'wearing', 'style', 'coat', 'sitting', 'desk', 'reading', 'newspaper', '8k', 'pixar', 'style', 'v5', 'setting', 'office']","['blue', 'merl', 'australian', 'shepherd', 'wear', 'style', 'coat', 'sit', 'desk', 'read', 'newspap', '8k', 'pixar', 'style', 'v5', 'set', 'detect', 'offic']"
newbies 143,"1,091,154,635,697,440,000.00",EXTERNALURL  EXTERNALURL ,4/8/2023,"['externalurl', 'externalurl']","['externalurl', 'externalurl']","['externalurl', 'externalurl']"
newbies 143,"913,806,854,918,901,000.00",EXTERNALURL  EXTERNALURL ,4/8/2023,"['externalurl', 'externalurl']","['externalurl', 'externalurl']","['externalurl', 'externalurl']"
newbies 173,"784,286,749,579,804,000.00",EXTERNALURL  EXTERNALURL ,4/8/2023,"['externalurl', 'externalurl']","['externalurl', 'externalurl']","['externalurl', 'externalurl']"
newbies 13,"946,796,558,316,355,000.00",EXTERNALURL  EXTERNALURL,4/8/2023,"['externalurl', 'externalurl']","['externalurl', 'externalurl']","['externalurl', 'externalurl']"
newbies 13,"1,006,981,429,453,920,000.00",EXTERNALURL  EXTERNALURL ,4/8/2023,"['externalurl', 'externalurl']","['externalurl', 'externalurl']","['externalurl', 'externalurl']"
newbies 113,1.09E+18,2d animation  hand drawn  a crowd of young adults all wearing masks that look like different animals,4/8/2023,"['2d', 'animation', 'hand', 'drawn', 'crowd', 'adults', 'wearing', 'masks', 'look', 'like', 'animals']","['2d', 'animation', 'hand', 'drawn', 'crowd', 'adults', 'wearing', 'masks', 'look', 'like', 'animals']","['2d', 'anim', 'hand', 'drawn', 'crowd', 'adult', 'wear', 'mask', 'look', 'like', 'anim']"
newbies 113,5.61E+17,cartoon anime style of a noir detective at night with red lighting  High resolution   ,4/8/2023,"['cartoon', 'style', 'detective', 'night', 'lighting', 'resolution']","['cartoon', 'style', 'night', 'lighting', 'resolution']","['cartoon', 'style', 'detect', 'night', 'light', 'resolut']"
newbies 113,1.06E+18,huge yellow chicken chasing two scared politicians wearing black suits and ties  They run very fast  full shot  dynamic scene  cinematic  ,4/8/2023,"['yellow', 'chicken', 'chasing', 'two', 'politicians', 'wearing', 'suits', 'ties', 'run', 'fast', 'shot', 'scene']","['chicken', 'chasing', 'two', 'politicians', 'wearing', 'suits', 'ties', 'run', 'fast', 'scene']","['yellow', 'chicken', 'chase', 'two', 'politician', 'wear', 'suit', 'tie', 'run', 'fast', 'shot', 'scene']"
newbies 113,1.09E+18,Once upon a time  a young girl named Lily lived in a big city  Lily loved exploring and was always curious about the world around her ,4/8/2023,"['upon', 'time', 'girl', 'named', 'lily', 'lived', 'city', 'lily', 'loved', 'exploring', 'always', 'world', 'around']","['upon', 'time', 'girl', 'named', 'lily', 'lived', 'city', 'lily', 'loved', 'exploring', 'always', 'world', 'around']","['upon', 'time', 'girl', 'name', 'lili', 'live', 'citi', 'lili', 'love', 'explor', 'alway', 'world', 'around']"
newbies 113,1.09E+18,Create a breathtaking  surreal cityscape where familiar landmarks from famous cities around the world blend together seamlessly  The sun should be rising in the background  casting warm  golden hues over the buildings  bridges  and monuments  as if it were a dream come to life  painted  4k,4/8/2023,"['create', 'surreal', 'cityscape', 'landmarks', 'cities', 'around', 'world', 'blend', 'together', 'seamlessly', 'sun', 'rising', 'background', 'casting', 'hues', 'buildings', 'bridges', 'monuments', 'dream', 'come', 'life', 'painted', '4k']","['create', 'cityscape', 'landmarks', 'cities', 'around', 'world', 'blend', 'together', 'seamlessly', 'rising', 'background', 'casting', 'hues', 'buildings', 'bridges', 'monuments', 'dream', 'life', 'painted', '4k']","['creat', 'surreal', 'cityscap', 'landmark', 'citi', 'around', 'world', 'blend', 'togeth', 'seamlessli', 'sun', 'rise', 'background', 'cast', 'hue', 'build', 'bridg', 'monument', 'dream', 'come', 'life', 'paint', '4k']"
newbies 113,8.07E+17,1990s magazine ad fashion  balkan beach  trible tattoos  braided hair  ,4/8/2023,"['1990s', 'magazine', 'ad', 'fashion', 'balkan', 'beach', 'tattoos', 'braided', 'hair']","['1990s', 'magazine', 'ad', 'fashion', 'balkan', 'beach', 'tattoos', 'braided', 'hair']","['1990', 'magazin', 'ad', 'fashion', 'balkan', 'beach', 'tattoo', 'braid', 'hair']"
newbies 113,1.09E+18,ultra detailed  cinematic  mature model girl on suit by IRIS VAN HERPEN  full body  back light  ,4/8/2023,"['detailed', 'mature', 'model', 'girl', 'suit', 'iris', 'van', 'herpen', 'body', 'back']","['mature', 'model', 'girl', 'suit', 'iris', 'herpen', 'body', 'back']","['detail', 'matur', 'model', 'girl', 'suit', 'iri', 'van', 'herpen', 'bodi', 'back']"
newbies 113,6.90E+17,a count in a carriage flees from a dark castle at the top of the mountain  comes to a forest and finds a treasure,4/8/2023,"['count', 'carriage', 'flees', 'castle', 'top', 'mountain', 'comes', 'forest', 'finds', 'treasure']","['count', 'carriage', 'flees', 'mountain', 'comes', 'finds', 'treasure']","['count', 'carriag', 'flee', 'castl', 'top', 'mountain', 'come', 'forest', 'find', 'treasur']"
newbies 113,1.06E+18,female holding a Fender stratocaster wearing Stevie Ray Vaughn inspired clothing  ,4/8/2023,"['holding', 'fender', 'stratocaster', 'wearing', 'stevie', 'ray', 'vaughn', 'inspired', 'clothing']","['holding', 'fender', 'stratocaster', 'wearing', 'ray', 'vaughn', 'inspired', 'clothing']","['hold', 'fender', 'stratocast', 'wear', 'stevi', 'ray', 'vaughn', 'inspir', 'cloth']"
newbies 113,9.78E+17,Drake and Donald Trump wearing matching dresses are at the beach  full shot  dynamic scene  cinematic  ,4/8/2023,"['drake', 'donald', 'trump', 'wearing', 'dresses', 'beach', 'shot', 'scene']","['drake', 'donald', 'trump', 'wearing', 'dresses', 'beach', 'scene']","['drake', 'donald', 'trump', 'wear', 'dress', 'beach', 'shot', 'scene']"
newbies 113,7.08E+17,Portrait of a 28 years old man with chiseled facial features  slightly smiling  wearing a shirt and standing confidently with his arms crossed in front of him  He has dark hair  cut in a short  textured style  The photograph should have soft  diffused lighting from above and be taken on a white background to make it easy to isolate the subject  The image should be a natural  unposed portrait  as if the man was captured in a real life situation  Image should be like a real photo  Image should be usable for presenting person on social media   ,4/8/2023,"['portrait', '28', 'years', 'man', 'features', 'slightly', 'smiling', 'wearing', 'shirt', 'standing', 'confidently', 'arms', 'crossed', 'front', 'dark', 'hair', 'cut', 'style', 'photograph', 'diffused', 'lighting', 'taken', 'background', 'make', 'isolate', 'subject', 'image', 'portrait', 'man', 'captured', 'life', 'situation', 'image', 'like', 'photo', 'image', 'presenting', 'person', 'media']","['portrait', '28', 'years', 'man', 'features', 'slightly', 'smiling', 'wearing', 'shirt', 'standing', 'confidently', 'arms', 'crossed', 'dark', 'hair', 'cut', 'style', 'photograph', 'diffused', 'lighting', 'taken', 'background', 'make', 'isolate', 'image', 'portrait', 'man', 'captured', 'life', 'situation', 'image', 'like', 'photo', 'image', 'presenting', 'person', 'media']","['portrait', '28', 'year', 'man', 'featur', 'slightli', 'smile', 'wear', 'shirt', 'stand', 'confid', 'arm', 'cross', 'front', 'dark', 'hair', 'cut', 'style', 'photograph', 'diffus', 'light', 'taken', 'background', 'make', 'isol', 'subject', 'imag', 'portrait', 'man', 'captur', 'life', 'situat', 'imag', 'like', 'photo', 'imag', 'present', 'person', 'media']"
newbies 113,1.03E+18,Fifteenth century Parisian street without people  painted  ,4/8/2023,"['century', 'parisian', 'street', 'without', 'people', 'painted']","['century', 'street', 'without', 'people', 'painted']","['centuri', 'parisian', 'street', 'without', 'peopl', 'paint']"
newbies 113,1.09E+18,Town Musicians of Bremen playing on a stage  potorealistic  8k  ultra photoreal  ultra detailed  intricate detail  wide angel  ,4/8/2023,"['town', 'musicians', 'bremen', 'playing', 'stage', '8k', 'photoreal', 'intricate', 'detail', 'angel']","['town', 'musicians', 'bremen', 'playing', 'stage', '8k', 'photoreal', 'detail', 'angel']","['town', 'musician', 'bremen', 'play', 'stage', '8k', 'photor', 'intric', 'detail', 'angel']"
newbies 113,5.88E+17,god of war ragnarok  angry kratos  norse setting  holding leviathan axe  holding blade of chaos  snowing  jim lee comic book style   ,4/8/2023,"['god', 'war', 'ragnarok', 'kratos', 'setting', 'holding', 'holding', 'blade', 'chaos', 'snowing', 'jim', 'lee', 'book', 'style']","['war', 'ragnarok', 'kratos', 'setting', 'holding', 'holding', 'chaos', 'snowing', 'jim', 'book', 'style']","['god', 'war', 'ragnarok', 'krato', 'set', 'hold', 'hold', 'blade', 'chao', 'snow', 'jim', 'lee', 'book', 'style']"
newbies 113,8.35E+17,An upside down wine glass  a golfer striking a golf ball  professional photography  studio lighting  studio background  advertising photography  intricate details  hyper detailed  ultra realistic,4/8/2023,"['wine', 'glass', 'golfer', 'striking', 'golf', 'photography', 'studio', 'lighting', 'studio', 'background', 'advertising', 'photography', 'intricate', 'details', 'hyper']","['wine', 'glass', 'golfer', 'striking', 'golf', 'photography', 'studio', 'lighting', 'studio', 'background', 'advertising', 'photography', 'intricate', 'details', 'hyper']","['wine', 'glass', 'golfer', 'strike', 'golf', 'photographi', 'studio', 'light', 'studio', 'background', 'advertis', 'photographi', 'intric', 'detail', 'hyper']"
newbies 113,1.07E+18,EXTERNALURL   Depict the elements of this character accurately  full body  solo  chibi   circle shape  high saturation    cute thick outline   niji 5,4/8/2023,"['externalurl', 'depict', 'elements', 'character', 'accurately', 'body', 'circle', 'shape', 'saturation', 'cute', 'outline', 'niji', '5']","['depict', 'elements', 'character', 'accurately', 'circle', 'shape', 'saturation', 'cute', 'outline', 'niji', '5']","['externalurl', 'depict', 'element', 'charact', 'accur', 'bodi', 'circl', 'shape', 'satur', 'cute', 'outlin', 'niji', '5']"
newbies 113,9.67E+17,Kevin Hart in chair at the doctors office  ,4/8/2023,"['kevin', 'hart', 'chair', 'doctors', 'office']","['hart', 'chair', 'doctors', 'office']","['kevin', 'hart', 'chair', 'doctor', 'offic']"
newbies 143,1.09E+18,Aim to create a hyper realistic portrait of a 20 year old girl  capturing her facial expression during an intense emotional and physiological event associated with feelings of euphoria  excitement  and gratification  Observe the presence of closed eyelids  an unrestrained smile  and a flushed appearance  which suggest the activation of the sympathetic nervous system and the release of neurotransmitters such as dopamine  serotonin  and endorphins  Highlight the interplay of various cognitive and emotional processes in the brain  including the activation of the limbic system and the release of neuropeptides  which mediate these strong responses  emphasizing the complex nature of human emotions and behavior during intense emotional states  The photograph should capture the essence of the powerful and intricate nature of human emotions during such events  reflecting the intricacies of the human experience ,4/8/2023,"['aim', 'create', 'portrait', '20', 'year', 'girl', 'capturing', 'expression', 'event', 'associated', 'feelings', 'euphoria', 'excitement', 'gratification', 'observe', 'presence', 'eyelids', 'smile', 'appearance', 'suggest', 'activation', 'system', 'release', 'neurotransmitters', 'dopamine', 'serotonin', 'endorphins', 'highlight', 'interplay', 'processes', 'brain', 'including', 'activation', 'system', 'release', 'neuropeptides', 'mediate', 'responses', 'emphasizing', 'nature', 'emotions', 'behavior', 'states', 'photograph', 'capture', 'essence', 'nature', 'emotions', 'events', 'reflecting', 'intricacies', 'experience']","['aim', 'create', 'portrait', '20', 'year', 'girl', 'capturing', 'expression', 'event', 'associated', 'feelings', 'euphoria', 'gratification', 'observe', 'presence', 'eyelids', 'appearance', 'activation', 'system', 'release', 'neurotransmitters', 'dopamine', 'serotonin', 'endorphins', 'highlight', 'interplay', 'processes', 'brain', 'including', 'activation', 'system', 'release', 'neuropeptides', 'mediate', 'responses', 'emphasizing', 'nature', 'emotions', 'behavior', 'states', 'photograph', 'capture', 'essence', 'nature', 'emotions', 'events', 'reflecting', 'intricacies', 'experience']","['aim', 'creat', 'portrait', '20', 'year', 'girl', 'captur', 'express', 'event', 'associ', 'feel', 'euphoria', 'excit', 'gratif', 'observ', 'presenc', 'eyelid', 'smile', 'appear', 'suggest', 'activ', 'system', 'releas', 'neurotransmitt', 'dopamin', 'serotonin', 'endorphin', 'highlight', 'interplay', 'process', 'brain', 'includ', 'activ', 'system', 'releas', 'neuropeptid', 'mediat', 'respons', 'emphas', 'natur', 'emot', 'behavior', 'state', 'photograph', 'captur', 'essenc', 'natur', 'emot', 'event', 'reflect', 'intricaci', 'experi']"
newbies 143,1.09E+18,EXTERNALURL  like this charlie chaplin with his hat and small moustache taking selfi in somewhere with friends  colorful  hotorealistic  8k  ultra photoreal  ultra detailed  intricate detail  wide angel  super real  looks natural ultra real  very natural and real activation of facial muscles  happy  intricate and powerful nature of human emotions and feelings  realistic scene with a lot of contrast of light and shadow  detailed image like a realistic painting,4/8/2023,"['externalurl', 'like', 'charlie', 'chaplin', 'hat', 'moustache', 'taking', 'selfi', 'somewhere', 'friends', '8k', 'photoreal', 'intricate', 'detail', 'angel', 'looks', 'activation', 'muscles', 'intricate', 'nature', 'emotions', 'feelings', 'scene', 'lot', 'contrast', 'light', 'shadow', 'image', 'like', 'painting']","['externalurl', 'like', 'charlie', 'chaplin', 'hat', 'moustache', 'taking', 'selfi', 'somewhere', 'friends', '8k', 'photoreal', 'detail', 'angel', 'looks', 'activation', 'muscles', 'intricate', 'emotions', 'feelings', 'scene', 'lot', 'contrast', 'image', 'like', 'painting']","['externalurl', 'like', 'charli', 'chaplin', 'hat', 'moustach', 'take', 'selfi', 'somewher', 'friend', '8k', 'photor', 'intric', 'detail', 'angel', 'look', 'activ', 'muscl', 'intric', 'natur', 'emot', 'feel', 'scene', 'lot', 'contrast', 'light', 'shadow', 'imag', 'like', 'paint']"
newbies 143,5.21E+17,A cute red apple with a smiling face  rendered in a 3D educational cartoon style  He is smiling and wearing a little graduation cap ,4/8/2023,"['cute', 'apple', 'smiling', 'face', 'rendered', '3d', 'cartoon', 'style', 'smiling', 'wearing', 'graduation', 'cap']","['cute', 'apple', 'smiling', 'face', 'rendered', '3d', 'cartoon', 'style', 'smiling', 'wearing', 'graduation', 'cap']","['cute', 'appl', 'smile', 'face', 'render', '3d', 'cartoon', 'style', 'smile', 'wear', 'graduat', 'cap']"
newbies 143,1.60E+17,during year 2000  cute laughting with teeth 20 years old woman  doing rollerskating in light blue large baggy trouser  with pockets  with straight brown very long hair and straight bang  brown eyes  straight nose  round gold clear glasses  visage ovale  menton rond  long neck  40 kilos  158cm  in the street during a shinny summer  in the style of Artgerm  mouvement  8k  ,4/8/2023,"['year', '2000', 'cute', 'laughting', '20', 'years', 'woman', 'rollerskating', 'baggy', 'trouser', 'pockets', 'long', 'hair', 'straight', 'bang', 'eyes', 'straight', 'round', 'gold', 'glasses', 'visage', 'menton', 'rond', 'long', 'neck', '40', 'kilos', '158cm', 'street', 'summer', 'style', 'artgerm', 'mouvement', '8k']","['year', '2000', 'cute', 'laughting', '20', 'years', 'woman', 'rollerskating', 'pockets', 'hair', 'straight', 'eyes', 'straight', 'round', 'gold', 'glasses', 'visage', 'rond', 'long', 'neck', '40', 'kilos', '158cm', 'street', 'summer', 'style', 'mouvement', '8k']","['year', '2000', 'cute', 'laught', '20', 'year', 'woman', 'rollersk', 'baggi', 'trouser', 'pocket', 'long', 'hair', 'straight', 'bang', 'eye', 'straight', 'round', 'gold', 'glass', 'visag', 'menton', 'rond', 'long', 'neck', '40', 'kilo', '158cm', 'street', 'summer', 'style', 'artgerm', 'mouvement', '8k']"
newbies 143,1.07E+18,a futuristic 3d icon of the letters BKB,4/8/2023,"['3d', 'icon', 'letters', 'bkb']","['3d', 'letters', 'bkb']","['3d', 'icon', 'letter', 'bkb']"
newbies 143,1.09E+18,1970s magazine ad fashion  blue skies forever  green lights forever  braided hair  hands on knees  listening to hit songs  Iâ€™m in love  wipeout!  beach boys  coffee and wine  peppers  Angelina  criss cross 1976,4/8/2023,"['1970s', 'magazine', 'ad', 'fashion', 'skies', 'forever', 'lights', 'forever', 'braided', 'hands', 'knees', 'listening', 'hit', 'songs', 'iâ€™m', 'love', 'wipeout', '!', 'beach', 'boys', 'coffee', 'peppers', 'angelina', 'criss', 'cross', '1976']","['1970s', 'magazine', 'ad', 'fashion', 'skies', 'forever', 'lights', 'forever', 'braided', 'hands', 'knees', 'listening', 'songs', 'iâ€™m', 'love', 'wipeout', '!', 'beach', 'boys', 'coffee', 'peppers', 'angelina', 'cross', '1976']","['1970', 'magazin', 'ad', 'fashion', 'sky', 'forev', 'light', 'forev', 'braid', 'hand', 'knee', 'listen', 'hit', 'song', 'iâ€™m', 'love', 'wipeout', '!', 'beach', 'boy', 'coffe', 'pepper', 'angelina', 'criss', 'cross', '1976']"
newbies 143,1.08E+18,EXTERNALURL  like statue in black and gray style with details in the beard an hair  ,4/8/2023,"['externalurl', 'like', 'statue', 'style', 'details', 'beard', 'hair']","['externalurl', 'like', 'style', 'details', 'beard', 'hair']","['externalurl', 'like', 'statu', 'style', 'detail', 'beard', 'hair']"
newbies 143,8.07E+17,create a wall with several ceramic tiles in blue and green color shades  hyper realistic  ,4/8/2023,"['create', 'wall', 'tiles', 'color', 'shades', 'hyper']","['create', 'wall', 'tiles', 'color', 'shades', 'hyper']","['creat', 'wall', 'tile', 'color', 'shade', 'hyper']"
newbies 173,1.09E+18,a black hole in outer space  its gravity is warping any stelar objects which lie directly behind it ,4/8/2023,"['hole', 'space', 'gravity', 'warping', 'objects', 'lie', 'directly', 'behind']","['space', 'gravity', 'warping', 'objects', 'lie', 'directly', 'behind']","['hole', 'space', 'graviti', 'warp', 'object', 'lie', 'directli', 'behind']"
newbies 173,7.34E+17,a Jew in a suit sits in a chair  in the background a man goes in for sports,4/8/2023,"['jew', 'suit', 'sits', 'chair', 'background', 'man', 'goes', 'sports']","['jew', 'suit', 'sits', 'chair', 'background', 'man', 'goes', 'sports']","['jew', 'suit', 'sit', 'chair', 'background', 'man', 'goe', 'sport']"
newbies 173,9.79E+17,create a young female heroine that set on a quest to save the world from climate change  Style should be realistic childrens book  Background should include nature  Main charater should have light brown hair and blue eyes ,4/8/2023,"['create', 'female', 'heroine', 'set', 'quest', 'save', 'world', 'change', 'style', 'childrens', 'book', 'background', 'include', 'nature', 'main', 'charater', 'brown', 'hair', 'eyes']","['create', 'heroine', 'set', 'world', 'change', 'style', 'childrens', 'book', 'background', 'include', 'nature', 'charater', 'brown', 'eyes']","['creat', 'femal', 'heroin', 'set', 'quest', 'save', 'world', 'chang', 'style', 'children', 'book', 'background', 'includ', 'natur', 'main', 'charat', 'brown', 'hair', 'eye']"
newbies 173,6.81E+17,Tax Sesaon Deadline  Devilish Uncle Sam  realistic photo,4/8/2023,"['tax', 'sesaon', 'deadline', 'devilish', 'uncle', 'sam', 'photo']","['tax', 'sesaon', 'deadline', 'uncle', 'sam', 'photo']","['tax', 'sesaon', 'deadlin', 'devilish', 'uncl', 'sam', 'photo']"
newbies 173,1.04E+18,Create a 12 year old female heroine from mercer island washington who meets Steven universe,4/8/2023,"['create', '12', 'year', 'heroine', 'mercer', 'island', 'washington', 'meets', 'steven', 'universe']","['create', '12', 'year', 'heroine', 'mercer', 'island', 'washington', 'meets', 'steven', 'universe']","['creat', '12', 'year', 'heroin', 'mercer', 'island', 'washington', 'meet', 'steven', 'univers']"
newbies 173,7.28E+17,Freedom squad badge  detailed  Frank Frazetta style  white plain background,4/8/2023,"['freedom', 'squad', 'badge', 'detailed', 'frank', 'frazetta', 'style', 'plain', 'background']","['freedom', 'squad', 'badge', 'detailed', 'style', 'plain', 'background']","['freedom', 'squad', 'badg', 'detail', 'frank', 'frazetta', 'style', 'plain', 'background']"
newbies 173,8.62E+17,regency era oil painting in the style of joseph wright of derby  beautiful woman with green eyes  dark hair  elfin features  perfect eyebrows  delicate nose  flowing dark hair riding sidesaddle in the lead of a foxhunting pack over the English countryside  heiress  wide shot5 EXTERNALURL ,4/8/2023,"['regency', 'era', 'oil', 'painting', 'style', 'joseph', 'wright', 'woman', 'eyes', 'hair', 'elfin', 'features', 'perfect', 'eyebrows', 'delicate', 'flowing', 'hair', 'riding', 'sidesaddle', 'lead', 'pack', 'countryside', 'heiress', 'shot5', 'externalurl']","['regency', 'era', 'oil', 'painting', 'style', 'joseph', 'wright', 'woman', 'eyes', 'hair', 'elfin', 'features', 'perfect', 'eyebrows', 'flowing', 'hair', 'riding', 'pack', 'countryside', 'heiress', 'shot5', 'externalurl']","['regenc', 'era', 'oil', 'paint', 'style', 'joseph', 'wright', 'woman', 'eye', 'hair', 'elfin', 'featur', 'perfect', 'eyebrow', 'delic', 'flow', 'hair', 'ride', 'sidesaddl', 'lead', 'pack', 'countrysid', 'heiress', 'shot5', 'externalurl']"
newbies 3,8.46E+17,A scene depicting gigantic geese with human like features and armors  engaged in everyday activities within their charming village  medium digital illustration   style a fusion of Frank Frazettas fantasy art and Italian Renaissance painting aesthetics   composition a mid distance perspective  capturing the interactions between the anthropomorphic geese and their unique surroundings    ,4/8/2023,"['scene', 'depicting', 'geese', 'like', 'features', 'armors', 'engaged', 'activities', 'within', 'village', 'medium', 'illustration', 'style', 'fusion', 'frank', 'frazettas', 'art', 'renaissance', 'painting', 'aesthetics', 'composition', 'mid', 'distance', 'perspective', 'capturing', 'interactions', 'geese', 'surroundings']","['scene', 'depicting', 'geese', 'like', 'features', 'armors', 'engaged', 'activities', 'within', 'village', 'medium', 'illustration', 'style', 'fusion', 'frank', 'art', 'renaissance', 'painting', 'aesthetics', 'composition', 'mid', 'distance', 'perspective', 'capturing', 'interactions', 'surroundings']","['scene', 'depict', 'gees', 'like', 'featur', 'armor', 'engag', 'activ', 'within', 'villag', 'medium', 'illustr', 'style', 'fusion', 'frank', 'frazetta', 'art', 'renaiss', 'paint', 'aesthet', 'composit', 'mid', 'distanc', 'perspect', 'captur', 'interact', 'gees', 'surround']"
