Channel,User Id,Prompt,Timestamp
newbies-3,2.66E+17,"star wars, mandalorian looking straight forward, holding a rifle, 4k,",2023-04-29T15:51:05.666000+00:00
newbies-3,2.20E+17,"Content: Red veined sorrel being added to a mixed drink for color Medium: Photography Style: Vibrant, colorful Lighting: Bright and natural, highlighting the colors of the drink and the sorrel Colors: Rich greens and reds, with a focus on the contrasting colors of the drink and the sorrel Composition: A close-up shot of red veined sorrel being delicately placed on top of a mixed drink, creating a beautiful and colorful effect. Option: Add a pop of color to your mixed drink with a vibrant and colorful photography shot of red veined sorrel being added to the drink. Use bright and natural lighting to highlight the rich greens and reds of the sorrel and the drink, creating a striking visual effect. For composition, capture a close-up shot of the red veined sorrel being delicately placed on top of the mixed drink, creating a beautiful and colorful effect that will appeal to the eyes as well as the taste buds. With a focus on the contrasting colors of the drink and the sorrel, this image will showcase the beauty of nature and its ability to enhance our everyday experiences. Use a vibrant and colorful style to convey the energy and excitement of adding a touch of red veined sorrel to your drink.",2023-04-29T15:50:19.698000+00:00
newbies-3,6.93E+17,"Men doing business on a yacht, brought to life through Pixar 3D animation, taking inspiration from the creative genius of Brad Bird. The scene showcases the lively interactions among the businessmen, as they collaborate and brainstorm ideas on the luxurious yacht. The color temperature leans towards a neutral palette, giving the image a clean and modern feel. Facial expressions are dynamic and expressive, conveying the nuances of the conversation. The soft, diffused lighting highlights the characters and the yacht, creating an atmosphere of innovation and teamwork. --v 5 --stylize 1000 --aspect 7:4",2023-04-29T15:49:51.566000+00:00
newbies-3,6.95E+17,"/ralaxing meditation large square window and view to another desert cyberpunk city world, stranger relaxing, sunrise, moody neon lights, ultra detail, photo quality --ar 16:9 --v 5",2023-04-29T15:49:20.713000+00:00
newbies-3,7.99E+17,"realistic blue toned dragon with happy looking face, ethereal, highly detailed, high resolution, full body view --s 250 --v 5",2023-04-29T15:49:16.254000+00:00
newbies-3,1.07E+18,"screengrab of a blond 35 year old actress like elizabeth banks walking down an aisle in the supermarket when suddenly the surroundings change, and she finds herself standing in her living room filled with Christmas decorations. clear facial features, cinematic, 35mm lense, f/2.8, accent lightining, global illumination, kaufland commercial, shot on a hasselblad --ar 16:9 --v 5",2023-04-29T15:49:05.547000+00:00
newbies-3,7.95E+17,"photo of brutalist 8 storey very long concrete building structural grid inspired by robin hood gardens with green lush terraces moss and hairy plants mixed types green like the jungle, seen on a foggy day in a busy street in Seoul highly detailed v5 seen frontally --test --creative",2023-04-29T15:48:54.728000+00:00
newbies-3,1.05E+18,"boeing 777 landing at a tropical island during a thunderstorm with lightning at sunset, 8k, photorealistic, highly detailed --ar 1414:1000 --v 5",2023-04-29T15:48:30.789000+00:00
newbies-3,7.31E+17,"isometric, Traditional japanese house on a river, beautiful, hyper realistic, happy vibes --v 5 --s 250",2023-04-29T15:47:57.885000+00:00
newbies-3,2.20E+17,"Content: Married couple looking at a vertical microgreens farm Medium: Photography Style: Natural, candid, with a touch of cinematic flair Lighting: Bright, natural lighting Colors: Earthy greens and browns with pops of color from the microgreens Composition: A shot of the married couples backs facing towards the vertical microgreens farm, looking towards the farm with interest and awe, using a 35mm lens and the Josh Cohen visual style for a cinematic look. Option: Immerse yourself in the beauty of sustainable farming with a natural and candid photography shot of a married couple looking at a vertical microgreens farm. Use bright, natural lighting to highlight the natural beauty of the farm and its microgreens. For colors, incorporate earthy greens and browns, with pops of color from the microgreens to enhance the visual appeal of the scene. For composition, capture a shot of the married couples backs facing towards the vertical microgreens farm, looking towards the farm with interest and awe, inspired by the sustainability and eco-friendliness of the farm. Use a natural and candid style with a touch of cinematic flair to convey the authenticity and sincerity of the couples appreciation for the farm. Incorporate cinematic visual elements like a 35mm lens and the Josh Cohen visual style to create a captivating and immersive image that evokes the beauty and potential of sustainable agriculture.",2023-04-29T15:47:48.862000+00:00
newbies-33,9.36E+17,"man posing for interview, in the style of turqoise and orange, interactive experiences, smilecore, bold gestures, letras y figuras, rounded, stockphoto --s 750 --upbeta --v 5",2023-04-29T15:51:58.851000+00:00
newbies-33,1.10E+18,spartan warrior with shield in hand and black background,2023-04-29T15:51:50.651000+00:00
newbies-33,9.36E+17,"man with beard posing for interview, in the style of light green and yellow, interactive experiences, smilecore, bold gestures, letras y figuras, rounded, stockphoto --s 750 --upbeta --v 5",2023-04-29T15:50:12.698000+00:00
newbies-33,3.68E+17,<https://s.mj.run/AIuoXqn53_8> but for Florida and change farm to homestead and established 2023,2023-04-29T15:49:17.554000+00:00
newbies-33,9.36E+17,"happy businesswoman standing in the office premium photo, in the style of 32k uhd, design by architects, textured --s 750 --upbeta --v 5",2023-04-29T15:47:06.347000+00:00
newbies-33,9.36E+17,"a smiling woman in a blue denim shirt standing in the office, in the style of rounded, deutscher werkbund --s 750 --upbeta --v 5",2023-04-29T15:46:00.321000+00:00
newbies-33,9.36E+17,"smiling young working woman in office, in the style of light indigo, colab --s 750 --upbeta --v 5",2023-04-29T15:45:54.242000+00:00
newbies-33,9.36E+17,"happy woman smiling at her computer in office, in the style of large canvas format, kurzgesagt, photo taken with nikon d750, colab, curvilinear, handsome, jean restout the younger --s 750 --upbeta --v 5",2023-04-29T15:45:45.289000+00:00
newbies-33,3.68E+17,<https://s.mj.run/8mxOr4U0LhE> facebook cover photo,2023-04-29T15:45:42.026000+00:00
newbies-33,9.36E+17,"a young woman and a young man laughing against blue background, in the style of light turquoise and dark orange, normcore, soft-edged --ar 16:9 --s 750 --upbeta --v 5",2023-04-29T15:42:29.299000+00:00
newbies-33,9.36E+17,"woman laughing in orange sweater, in the style of vibrant colorism, light azure and dark amber, lit kid, youthful protagonists, normcore, exaggerated facial features --ar 59:64 --s 750 --upbeta --v 5",2023-04-29T15:39:26.645000+00:00
newbies-33,9.36E+17,"a young woman laughing against blue background, in the style of light turquoise and dark orange, normcore, soft-edged --ar 59:64 --s 750 --upbeta --v 5",2023-04-29T15:33:51.763000+00:00
newbies-33,9.36E+17,"Midjourney Bot BOT â€” Today at 5:30 PM smiling woman talking behind blue background nufoco, in the style of orange and amber, emotionally complex, youthful energy, kris knight, stockphoto 2:3 --s 750 --upbeta --v 5",2023-04-29T15:33:12.347000+00:00
newbies-33,6.32E+17,"gem, masterpiece, gemstone, geometric pattern, collection sheet, regular arrangement, flat design, uniform lightness, light color, transparency, no shadow, background, perfect detail, --q 2 --ar 16:9 --v 5",2023-04-29T15:32:56.854000+00:00
newbies-33,9.36E+17,"beautiful young woman laughing isolated against blue, in the style of light teal and dark orange, afro-caribbean influence, #vfxfriday, naive childlike, normcore, textural layering, playful appropriation --ar 59:64 --s 750 --upbeta --v 5",2023-04-29T15:32:19.646000+00:00
newbies-33,9.36E+17,"smiling woman talking behind blue background nufoco, in the style of orange and amber, afro-caribbean influence, normcore, emotionally complex, youthful energy, kris knight, stockphoto --ar 59:64 --s 750 --upbeta --v 5",2023-04-29T15:31:39.429000+00:00
newbies-33,9.36E+17,"a young black woman laughing against blue background, in the style of light turquoise and dark orange, normcore, soft-edged --ar 59:64 --s 750 --upbeta --v 5",2023-04-29T15:31:29.947000+00:00
newbies-33,9.36E+17,"woman laughing in orange sweater, in the style of vibrant colorism, light azure and dark amber, afro-caribbean influence, lit kid, youthful protagonists, normcore, exaggerated facial features --ar 59:64 --s 750 --upbeta --v 5",2023-04-29T15:31:27.580000+00:00
newbies-33,3.68E+17,"a urban homestead in pinellas park, fl with laying hens, a pool, hot tub, hibachi griddle and large covered patio",2023-04-29T15:25:46.441000+00:00
newbies-63,1.05E+18,"cute zodiac sign Cancer, crab, hand became crab claws, full body, orange, by Takeya Takayuki --q 2 --v 4",2023-04-29T15:53:02.334000+00:00
newbies-63,1.05E+18,"<https://s.mj.run/sywFXN_P6Ng> cute zodiac sign Cancer, crab, hand became crab claws, full body, orange, by Takeya Takayuki --q 2 --v 4",2023-04-29T15:52:33.374000+00:00
newbies-63,1.08E+18,a little girl blowing soap bubbles that turn into planets around the sun,2023-04-29T15:52:30.600000+00:00
newbies-63,1.05E+18,"The Little Prince, Clock, illustration, Saint-ExupÃ©ry drawning",2023-04-29T15:50:45+00:00
newbies-63,1.05E+18,"<https://s.mj.run/sywFXN_P6Ng> cute zodiac sign Cancer, crab, full body, orange, by Takeya Takayuki --q 2 --v 4",2023-04-29T15:48:56.054000+00:00
newbies-63,1.05E+18,"Clock, hiper detailed, illustration, Saint-ExupÃ©ry style",2023-04-29T15:47:31.383000+00:00
newbies-63,1.05E+18,"<https://s.mj.run/sywFXN_P6Ng> cute zodiac sign Cancer, full body, grey, by Takeya Takayuki --q 2 --v 4",2023-04-29T15:45:51.292000+00:00
newbies-63,1.05E+18,"<https://s.mj.run/sywFXN_P6Ng> cute zodiac sign Virgo, full body, purple, by Takeya Takayuki --q 2 --v 4",2023-04-29T15:45:36.364000+00:00
newbies-63,9.57E+17,a little girl blowing soap bubbles rising above her head and orbiting the sun,2023-04-29T15:29:05.908000+00:00
newbies-63,9.57E+17,a little girl blowing soap bubbles that turn into planets around the sun above her heard,2023-04-29T15:27:44.175000+00:00
newbies-63,9.57E+17,a little girl blowing soap bubbles that turn into planets orbiting around the sun,2023-04-29T15:26:15.925000+00:00
newbies-63,1.05E+18,"<https://s.mj.run/sywFXN_P6Ng> cute zodiac sign Virgo,full body, by Takeya Takayuki --q 2 --v 4",2023-04-29T15:25:40.771000+00:00
newbies-63,9.57E+17,"A Grand Piano on a frozen lake, piano keys on fire being played by a virtuoso dressed in a tuxedo and tails, aurora borealis in the background",2023-04-29T15:01:21.616000+00:00
newbies-63,1.05E+18,"<https://s.mj.run/sywFXN_P6Ng> cute zodiac sign Taurus, full body, by Takeya Takayuki --q 2 --v 4",2023-04-29T15:01:15.512000+00:00
newbies-63,1.05E+18,"<https://s.mj.run/sywFXN_P6Ng> cute zodiac sign Gemini, full body, by Takeya Takayuki --q 2 --v 4",2023-04-29T15:00:11.741000+00:00
newbies-93,9.70E+17,"Romance of the Three Kingdoms Cao Cao, dark version, sense of technology",2023-04-29T15:52:54.722000+00:00
newbies-93,9.10E+17,pretty girl sneaking on a plane with a gigantic backpack overflowing with clothes.,2023-04-29T15:52:01.647000+00:00
newbies-93,9.10E+17,"pretty girl sneaking on plane with oversized backpack, nikon",2023-04-29T15:50:17.485000+00:00
newbies-93,7.20E+17,white grey black earthenware ceramic abstract woman body with holes sculpture with cracks texture representing sweetness and kindness and feminity --s 750 --q 2 --v 5,2023-04-29T15:44:40.899000+00:00
newbies-93,7.20E+17,white grey black earthenware ceramic body sculpture with cracks texture of an abstract shape representing sweetness and kindness and feminity --s 750 --q 2 --v 5,2023-04-29T15:38:55.852000+00:00
newbies-93,7.20E+17,white grey black earthenware ceramic sculpture with cracks texture of an abstract shape representing sweetness and kindness and feminity --s 750 --q 2 --v 5,2023-04-29T15:38:54.336000+00:00
newbies-93,7.20E+17,beige brown and salmon earthenware ceramic sculpture with cracks texture of an abstract shape representing sweetness and kindness and feminity --s 750 --q 2 --v 5,2023-04-29T15:36:25.518000+00:00
newbies-93,7.20E+17,white earthenware ceramic sculpture of an abstract shape representing sweetness and kindness and feminity --s 750 --q 2 --v 5,2023-04-29T15:34:06.728000+00:00
newbies-93,5.45E+17,"<https://s.mj.run/cMDMC8e9kig> predator the musical, in theater, predator is dancing, on stage, full body, shot from the back, arms spread. sameseed",2023-04-29T15:33:40.487000+00:00
newbies-93,5.73E+17,"Turkmen man, 30 years old, black hair short haircut, brown eyes, without hair on his face, in sorcerer style, wearing blue-green armour, very rich",2023-04-29T15:27:37.660000+00:00
newbies-93,7.03E+17,"video game portrait of female spear wielding Chinese warrior, long black hair, smirking",2023-04-29T15:26:13.832000+00:00
newbies-93,7.03E+17,video game portrait of a beautiful dryad,2023-04-29T15:24:40.684000+00:00
newbies-93,7.03E+17,"video game portrait of a hammer wielding medieval hero, smiling",2023-04-29T15:22:04.016000+00:00
newbies-93,5.73E+17,"pushtun man, 30 years old, without hair on his head, without hair on his face, blue eyes, in sorcerer style, wearing ancient Arabian clothes, very rich",2023-04-29T15:20:07.600000+00:00
newbies-93,5.73E+17,"Arabian man, 30 years old, long black hair, blue eyes, in sorcerer style, in cyber style, wearing in ancient clothes, with implants",2023-04-29T15:14:24.163000+00:00
newbies-93,5.77E+17,cat with horse,2023-04-29T15:13:02.179000+00:00
newbies-93,9.24E+17,hyper realistic picture of a balcony. A grey short hair cat is sitting on a table and enjoing the evening sun while sleeping. A woman with blond hair is sitting right next to the cat drinking a caffe latte --v 5,2023-04-29T15:11:34.242000+00:00
newbies-93,5.45E+17,"predator the musical, in a theatre, wideshot, full body, photorealistic, photorealistic render.",2023-04-29T15:11:22.111000+00:00
newbies-93,9.24E+17,realistic picture of a balcony. A grey short hair cat is sitting on a table and enjoing the evening sun while sleeping. A woman with blond hair is sitting right next to the cat drinking a caffe latte --v 5,2023-04-29T15:10:15.001000+00:00
newbies-93,5.77E+17,"The image portrays a cat dressed as Batman, riding a majestic horse. The cat is wearing a black and grey Batman suit, complete with the signature bat ears and cape. The horse is also dressed in a black cape, matching the cats outfit. The cat is holding the reins of the horse and looks ready for a mission. The duo is galloping across a lush meadow, with tall grass swaying in the wind. In the background, a vast galaxy can be seen, with stars and planets shining brightly. The cat and horse seem to be heading towards a bright light in the distance, which could be a distant planet or a secret hideout. The color scheme of the image is dark and moody, with shades of black, grey, and blue dominating the scene. The galaxy in the background is bright and colorful, adding a surreal touch to the image. This description can serve as a great starting point for generating an image using Midjourney. You can use a neural network to train it to generate images with similar elements, such as a cat, horse, Batman costume, and galaxy. You can also adjust the description and elements to achieve the desired visual effect.",2023-04-29T15:09:41.364000+00:00
newbies-93,9.24E+17,realistic picture of a balcony. A grey short hair cat is sitting on a table and enjoing the evening sun while sleeping. A woman with blond hair is sitting right next to the cat drinking a caffe latte --v 5 --q 2,2023-04-29T15:09:29.017000+00:00
newbies-17,1.08E+18,"80s theme, 22 year old beautiful mexican woman, medium skin tone , green eyes, middle part long slick down dark brown hair, oval face shape, angular jaw, length/width ratio normal, wing eyeliner, winged out eyelashes, plump full glossy lips, soft blush,hoop earrings, model pose dark area with neon lights in background, pink dress, 80â€™s women clothing, ultra hd, high definition, animation style",2023-04-29T15:53:05.138000+00:00
newbies-17,1.10E+18,"girl walking down a country road tired, hitch hiker, wearing short denim shorts and a white bralet top, medium format photography, film photography, focused image, high quality, 60s, Wes Anderson style, pastel colors --v 5 --s 750 --q 2 --v 4",2023-04-29T15:53:02.390000+00:00
newbies-17,2.49E+17,"a very well dressed and cool humanoid mushroom awesomely dancing to some techno, in the style of a renaissance oil painting",2023-04-29T15:52:42.382000+00:00
newbies-17,7.99E+17,weeping willow tree house estate overlooking a coy pond and Japanese stone garden --v 5,2023-04-29T15:52:05.362000+00:00
newbies-17,1.09E+18,"minimalistic light color environment of a corporate office with ergonomic height adjustable table rendering, 45 degree table rotation perspective , 8k, super detailed, --v 5 --ar 16:9",2023-04-29T15:52:00.394000+00:00
newbies-17,5.34E+17,man falling down the stairs at a sports stadium 4k hyper realistic --v 4,2023-04-29T15:51:44.803000+00:00
newbies-17,5.20E+17,"VISUAL STYLE: Cyberpunk, GENRE: Fantasy, SUBJECT(S): Alice in Wonderland, TIME PERIOD: Futuristic, COLOR: Neon, ASPECT RATIO: 16:9, FORMAT: Digital, FRAME SIZE: 1920x1080, LENS SIZE: Fish-eye, COMPOSITION: Centered, LIGHTING: Fluorescent, LIGHTING TYPE: Artificial, TIME OF DAY: Nighttime, ENVIRONMENT: Urban, LOCATION TYPE: Dark alley, SET: Futuristic city, CAMERA: Moving, LENS: Fish-eye, FILM STOCK / RESOLUTION: 4K resolution, TAGS: Alice in Wonderland --no Mad Hatter --v 5 --q 2 --ar 16:9 --s 750",2023-04-29T15:51:35.110000+00:00
newbies-17,1.07E+18,"<https://s.mj.run/9uvOSuJKuvU> oil painting, 8k, shiloh shepherd dog, insanely detailed, small and beautifull flowers in creamy background",2023-04-29T15:51:34.339000+00:00
newbies-17,5.34E+17,a modern logo for a company that reports on race car drivers,2023-04-29T15:50:21.980000+00:00
newbies-17,1.08E+18,"80s theme, 22 year old beautiful mexican woman, medium skin tone , green eyes, middle part long slick down dark brown hair, oval face shape, angular jaw, length/width ratio normal, wing eyeliner, winged out eyelashes, plump full glossy lips, soft blush,hoop earrings, model pose in pool, different shades of pink around her, 80â€™s women clothing, ultra hd, high definition, animation style",2023-04-29T15:50:20.857000+00:00
newbies-17,1.09E+18,"minimalistic light color environment of a corporate office with ergonomic height adjustable table, 45 degree table rotation perspective, soft studio light, 8k, super detailed, --v 5 --ar 16:9",2023-04-29T15:49:46.843000+00:00
newbies-17,2.49E+17,"a humanoid mushroom happily dancing to some techno, in the style of a renaissance oil painting",2023-04-29T15:49:40.790000+00:00
newbies-17,1.09E+18,"c3p0 face in sticker style, white background",2023-04-29T15:49:10.810000+00:00
newbies-17,1.09E+18,"darth vador face, in sticker style",2023-04-29T15:49:00.970000+00:00
newbies-17,1.10E+18,"women walking down country road wearing short denim shorts and a white bralet top, photography, high definition, focused image, high quality, sixties, Wes Anderson style, pastel colors",2023-04-29T15:48:58.022000+00:00
newbies-17,1.08E+18,"80s theme, 22 year old beautiful mexican woman, medium skin tone , green eyes, middle part long slick down dark brown hair, oval face shape, angular jaw, length/width ratio normal, wing eyeliner, winged out eyelashes, plump full glossy lips, soft blush,heart earrings, model pose in pool, different shades of pink around her, 80â€™s women clothing, ultra hd, high definition,",2023-04-29T15:48:25.811000+00:00
newbies-17,5.20E+17,"Cheshire cat,celinder on his head,steampunk glasses,tails,cane,super detailing,8k rendering,shadow detailing --s 750",2023-04-29T15:48:04.796000+00:00
newbies-17,2.49E+17,a very muscular and handsome mushroom dancing to some techno with a smile on its face,2023-04-29T15:47:17.334000+00:00
newbies-17,1.09E+18,"empty office with one height adjustable table, hyper-realistic, soft light, 8k, super detailed, --v 5 --ar 16:9",2023-04-29T15:45:59.314000+00:00
newbies-17,5.34E+17,"Young man in the mountians learning to controll lighting with his body, lush scenery, lake in the foreground 4k animiation style v 5",2023-04-29T15:45:53.924000+00:00
newbies-17,1.08E+18,"80s theme, 22 year old beautiful mexican woman, medium skin tone , green eyes, middle part long slick down dark brown hair, oval face shape, angular jaw, length/width ratio normal, wing eyeliner, plump full glossy lips, soft blush,silver hoop earrings, model pose at sunset, sunlight hitting her face and body, different shades of pink around her, 80â€™s women clothing, ultra hd, high definition,",2023-04-29T15:45:49.946000+00:00
newbies-17,1.08E+18,"denim skirt, belt, red currant. Picture movement. Natural, photorealistic. Beige and light brown tones --v 5 --s 750 --q 2 --v 4",2023-04-29T15:44:23.758000+00:00
newbies-17,1.08E+18,"80s theme, 22 year old beautiful mexican woman, medium skin tone , green eyes, middle part long slick down dark brown hair, oval face shape, angular jaw, length/width ratio normal, wing eyeliner, plump full glossy lips, soft blush,silver hoop earrings, model pose at sunset, sunlight hitting her face and body, different shades of pink around her, 80â€™s women clothing, ultra hd, high definition, realistic,",2023-04-29T15:44:15.558000+00:00
newbies-17,1.09E+18,"empty office with one height adjustable table, hyper realistic, natural light, soft light, 8k, super detailed, --v 5 --ar 16:9",2023-04-29T15:43:59.641000+00:00
newbies-17,1.08E+18,"denim skirt, belt, watermelon. Picture movement. Natural, photorealistic. Beige and light brown tones --v 5 --s 750 --q 2 --v 4",2023-04-29T15:42:14.510000+00:00
newbies-17,5.34E+17,Modern Wizard fixes cracked phone screens manga panel --v 5,2023-04-29T15:42:02.128000+00:00
newbies-17,1.08E+18,"80s theme, 22 year old beautiful mexican woman, medium skin tone , green eyes, middle part long slick down dark brown hair, oval face shape, angular jaw, length/width ratio normal, wing eyeliner, plump full glossy lips, soft blush,silver hoop earrings, model pose at daylight, different shades of pink around her, 80â€™s women clothing, ultra hd, high definition, realistic,",2023-04-29T15:41:59.833000+00:00
newbies-17,1.08E+18,"jeans, belt, green grapes. Picture movement. Natural, photorealistic. Beige and light brown tones --v 5 --s 750 --q 2 --v 4",2023-04-29T15:41:22.706000+00:00
newbies-17,1.10E+18,<https://s.mj.run/UFnWsfSprs0> as gucci style drive a vw t1,2023-04-29T15:40:55.437000+00:00
newbies-17,1.09E+18,"empty office room, hyper realistic, natural light, soft light, 8k, super detailed, --v 5 --ar 16:9",2023-04-29T15:40:27.742000+00:00
newbies-47,9.34E+17,"bertha, grateful dead, thats all folks porky pig",2023-04-29T15:52:59.900000+00:00
newbies-47,5.71E+17,"landing page design of a surreal city landscape of a figure starting a journey from a Start of Your Journey signpost, encountering symbolic milestones like books, hurdles, trophies, and doors along the way. The path leads to a golden, glowing door, representing the dream job. Use a vibrant palette of blues, golds, and greens for a positive and inspiring tone.",2023-04-29T15:52:25.299000+00:00
newbies-47,6.89E+17,josh van der flier cheating playing cards --s 750,2023-04-29T15:51:53.204000+00:00
newbies-47,8.28E+17,"lion astronaut, flying in Outerspace --ar 7680:4320 --s 1000 --no watermark, signatures, text, memes, meme, word, words, watermarks, signature --v 5",2023-04-29T15:51:35.867000+00:00
newbies-47,1.09E+18,"a big buddha sitting on a large ocean in the sun, in the style of dark sky-blue and light gold, vibrant neo-traditional, hyper-realistic water, swirling vortexes, layered translucency, electric color schemes, samikshavad",2023-04-29T15:51:03.263000+00:00
newbies-47,9.34E+17,"Halfway through our wild ride with the Looney Tunes crew, we pause to catch our breath and reflect on the surreal adventures weve had so far. And who better to guide us through this psychedelic journey than Bertha from the Grateful Dead? With her iconic smile and trippy tunes, Bertha reminds us to keep grooving to the rhythm of life and enjoy every moment. So take a deep breath, relax, and get ready for the second half of our Looney Tunes escapade. Thats all, folks... for now!",2023-04-29T15:50:57.931000+00:00
newbies-47,6.89E+17,josh van der flier as trickster --s 750,2023-04-29T15:50:35.336000+00:00
newbies-47,9.70E+17,"man in medieval dungeon, angry, haggard, handsome, brushstrokes, illustration, fantasy --v 5",2023-04-29T15:50:34.626000+00:00
newbies-47,1.10E+18,digital illustration of a dolphin family,2023-04-29T15:49:42.185000+00:00
newbies-47,1.09E+18,"person, buddha floating in the ocean with the sun shining behind him, in the style of vibrant neo-traditional, dark sky-blue and light yellow, digital airbrushing, imposing monumentality, flowing lines, samikshavad, illusory wallpaper portraits --ar 16:9",2023-04-29T15:48:46.533000+00:00
newbies-47,9.34E+17,"Looney Tunes Thats All Folks, Grateful Dead Bertha Skeleton, label dead and company final tour summer 2023",2023-04-29T15:48:34.108000+00:00
newbies-47,8.28E+17,"fantasy illustration style, portrait of a beautiful girl wearing futuristic clothing with green tammy tailer long nails, liquid light pink and liquid gold drip paint, flying white rose petals, creamy colors, brushstrokes, dynamic",2023-04-29T15:47:28.546000+00:00
newbies-47,7.70E+17,"trafic on the highway, travelling concept, sunset, motion blur, summer, photorealistic, photographypaisaje,",2023-04-29T15:45:21.036000+00:00
newbies-47,5.71E+17,SVG styled art of man looking away from my POV into a mirror. In the mirror he is dressed as a confident pilot and smiling.,2023-04-29T15:45:03.332000+00:00
newbies-47,8.28E+17,"elephant scuba diving , cyberpunk setting",2023-04-29T15:44:49.929000+00:00
newbies-47,8.28E+17,johannesburg night life cyberpunk setting,2023-04-29T15:44:30.994000+00:00
newbies-47,7.70E+17,"minibus on the highway, travelling concept, sunset, motion blur, summer, photorealistic, photographypaisaje,",2023-04-29T15:44:20.606000+00:00
newbies-47,1.10E+18,"cool wallpaper for gen z, 4k, --v 5 --ar 2:3",2023-04-29T15:43:09.463000+00:00
newbies-47,8.28E+17,"black family of 5 smiling at looking at each other --ar 7680:4320 --s 1000 --no watermark, signatures, text, memes, meme, word, words, watermarks, signature --v 5",2023-04-29T15:42:53.145000+00:00
newbies-47,1.04E+18,edgy japanese dj guy with long black hair and neck tattoos in a realistic cyberpunk setting,2023-04-29T15:42:33.423000+00:00
newbies-47,1.10E+18,"Photograph of a young woman from behind, in a white dress and long wavy brown hair and fair complexion, standing at a large open wooden door leading to a garden full of light and beautiful flowers r ultra hd 8k --v 5 --v 5 --q 2",2023-04-29T15:42:03.119000+00:00
newbies-47,7.70E+17,"landscape, mountain, route, bridge front, road, day, landscape, light, sunset, cinematic, render, 8k",2023-04-29T15:41:50.211000+00:00
newbies-47,1.09E+18,"digital illustration of a tender gaze of an ultra-realistic mixed-race young boy in a bedroom , 4k, hdr, --ar 16:9 --v 5",2023-04-29T15:41:40.608000+00:00
newbies-77,1.10E+18,"miro, petri dishes, test tube, DNA, pattern",2023-04-29T15:52:55.549000+00:00
newbies-77,9.41E+17,"rainbow colored flowers in a bunch, roses, sunflowers, daisies, carnations, tulips, gerbera daisy, coloring book style, 8k, vibrant --ar 4:5",2023-04-29T15:52:22.907000+00:00
newbies-77,9.41E+17,"rainbow colored teddy bear made out of roses, care bear sky background, coloring book style, 8k, vibrant --ar 4:5",2023-04-29T15:51:39.861000+00:00
newbies-77,9.41E+17,"rainbow colored teddy bear made out of daisies, holding a honey pot, coloring book style, 8k, vibrant --ar 4:5",2023-04-29T15:50:53.719000+00:00
newbies-77,4.69E+17,"<https://s.mj.run/Cab4yK66TWg>, spider man without mask,",2023-04-29T15:50:49.621000+00:00
newbies-77,4.69E+17,"<https://s.mj.run/Cab4yK66TWg>, keep the same image and add a spider man to it",2023-04-29T15:36:54.526000+00:00
newbies-77,1.10E+18,"<https://s.mj.run/RI8sny2RWdM> transform into a high definition caricature of a handsome devil. A charming and charismatic man who can convince anyone with his words and his smile. 4K and realistic lighting with high diffusion, shadows and warm illumination of the entire scene",2023-04-29T15:35:46.793000+00:00
newbies-77,4.69E+17,"<https://s.mj.run/Cab4yK66TWg>, Spider man with mask in hand,",2023-04-29T15:34:34.867000+00:00
newbies-77,9.41E+17,"rainbow colored teddy bear made out of daisy flowers, care bear background style with pink clouds, coloring book style, 8k, vibrant --ar 4:5",2023-04-29T15:28:46.614000+00:00
newbies-77,8.28E+17,design a super hero mascot for a medical aid,2023-04-29T15:28:35.224000+00:00
newbies-77,9.41E+17,"rainbow colored teddy bear made out of roses, lisa frank, care bear background style, coloring book style, 8k, vibrant --ar 4:5",2023-04-29T15:27:59.229000+00:00
newbies-77,8.28E+17,design a super hero with a medical cross as the badge on this front,2023-04-29T15:27:27.183000+00:00
newbies-77,9.41E+17,"rainbow colored teddy made out of flowers, coloring book style, 8k, vibrant --ar 4:5",2023-04-29T15:25:03.230000+00:00
newbies-77,9.41E+17,"rainbow colored flowers in a bunch, roses, sunflowers, daisies, carnations, coloring book style, 8k, vibrant --ar 4:5",2023-04-29T15:22:21.768000+00:00
newbies-77,8.28E+17,"a painting by Fabio Cembranelli of a Caucasian nurse looking after a terminally ill todler in a hospital bed. The atmosphere is soft, warm colors, bright --v 5",2023-04-29T15:14:45.149000+00:00
newbies-77,8.28E+17,a stylish logo for with the text best hospital plans i it,2023-04-29T15:11:01.989000+00:00
newbies-77,8.15E+17,"a painting by Fabio Cembranelli of a Caucasian father is looking intrested on his Caucasian preschooler playing on the playroom floor . The atmosphere is soft, warm colors, bright --v 5",2023-04-29T15:07:46.284000+00:00
newbies-77,8.15E+17,"a painting by Fabio Cembranelli of a Caucasian mother with warmth and loving face expression sitting to comfort her Caucasian toddler crying girl on the kitchen floor . The atmosphere is soft, warm colors, bright --v 5",2023-04-29T14:53:27.286000+00:00
newbies-77,9.68E+17,"We come from the land of the ice and snow From the midnight sun, where the hot springs flow The hammer of the gods will drive our ships to new land To fight the horde and sing, and cry Valhalla, I am coming On we sweep with with threshing oar --v 5",2023-04-29T14:52:04.348000+00:00
newbies-77,8.15E+17,"a painting by Fabio Cembranelli of a Caucasian mother bending down to comfort her Caucasian toddler crying girl on the kitchen floor . The atmosphere is soft, warm colors, bright --v 5",2023-04-29T14:50:15.870000+00:00
