Prompt,Dominant_Topic,Keywords
"abstract digital landscape, series of glowing lines, interconnected, internet, geometrical, online presence, minimalistic, white background -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
production hall with happy people with forklifts. Image must be something like photo. Very detalised and UHD. This picture must be add to website so make it like you want to sell this web site. Must be done i category of comercial pictures that many work agency used.,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"ExternalUrl  muppet style, realistic, sitting at a secretary desk",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
photo-realist military with green and red dots detection reflected in his AR headset,0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"a young woman, brunette professional surrounded by multiple screens, smiling through tears while people behind her are partying and laughing",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
a wall street banker injecting money into his veins -,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"Mysterious penguin wielding a bow and arrow standing on a glacier while immersed in smoke and northern lights in the sky, 8K, HD, insanely detailed, insanely articulate, V5 -",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"beautiful red haired lady in dark green dress, no hands visible, plays the cello, passionate emotional movement , in the style of Nikon D850 f/ 1. 8, 32K -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Dear MIDJourney, I would like to request an illustration that captures the following scene Please depict a group of young Japanese men and women immersed in a natural setting, surrounded by lush greenery and an abundance of nature. The individuals should be genuinely enjoying their lives, with some of them laughing and others crying, showcasing their authentic emotions. The overall atmosphere should evoke a spiritual and realistic feeling, emphasizing the deep connection between the people and their environment. Thank you for your assistance in creating this image.",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"the man with the child in his eyes, focus in the eyes, real photography, insane details, cinematic, Jake Parker style, inexplicable -",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
Artificial Intelligence Image -,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"Create profile picture for youtube channel. The channel is called life lessons. Illustration in watercolor style, inspired by watercolors by Agnes Cecile. The scene shows a person smiling while holding a helping hand. The background has pastel shades of blue and green, conveying calm and serenity. cool color temperature happy facial expressions soft, diffused light -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
Hank Hill from King Of The Hill holding an M1 Garand standing during the storming of Normandy beach -,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"coastal waterfront urban city in kelantan malaysia, with mangrooves trees along the coastal with a wooden pathway, OMA architecture, natural lighting, mir render, highly detailed, focused, HDR, UHD -",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"bohemian, curly blonde hair beautiful woman, Godess, gold cuff forearm bracelet, gold cuff necklace, dancing on beach at sunset",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Victorian lady portrait with dark red roses, watercolor digital art, detailed, HR, white backgroumd -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
There was a hole here. Its gone now.,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"A concept portrait nier automata illustration style of a2 of nier automata long hair with a giant great sword, realistic color, realistic face, zoom, background is ruin forest, tons of details , incredibly beautiful -",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"a futuristic utopian city of high tech tree houses amidst gardens that grow limitless possibilities, with bold lines and bright teal, sunrise, and fuchsia colors. the city is still being built. there a people eager to help build it. there are ladders and stairs and ropes to access the tree houses. in the steampunk style",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"ExternalUrl  a jedi knight holding a pink colored lightsaber, standing on a moon, background is full of stars",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"elf legolas (played by a young sean connery) from lord of the rings dressed as a 1978 punk rock fan, holding a silver pistol filmed by martin scorsese , realistic, gritty, New York -",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"/a man and a fox, sitting together in the flower field under a three, watching together the view from the hill, early sunset, beautiful colors as the golden sunshine make the field glow,",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
A 35-year-old white bald man in a black suit and black shirt with sunglasses stands surrounded by pregnant women with big belly. women have white dress and red hills. everyone smiles. Burj Khalifa in the background. All in full growth -,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"two friends, to the left african european metis with dreadlocks, goat bearded, to the right 45 years old spanish, short bearded, with a golf cap, laughing in the middle of a field of hemp, in Morocco, warm light at the sunset, HDR, 8k, -",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"6 cowgirl hats clipart, hd, watercolor, boho, spaced out -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
Create a picture with cat and mouse on the moon,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"israeli Golda Meir in golda meir on photoshoot wearing white blouse and blue jeans,smoke and blessed in Tel aviv streets in hot summer",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Horrible creepy werewolf, wearing old hood and cape, head of dead rotten werewolf, long claws, full height, no fur, just wet skin,many ugly scars in form of runes, (((many white runes on the body))), runes all over it, realism, artstation, (H.Giger)",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"cannabis logo ber and owls style make it on t-shirts,full colors -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"the beat of my heart, simple, flat, 2d, clean lines, vector, vibrant colors -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"beautiful website for sports bar called bettorview, ui, ux, ui/ux, website, green -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"ExternalUrl  handsome smily man, black hair, wear glasses, 3d doll character style, cinema light, kaws dolls style, cool asian man, smile, happy -",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"beautiful woman, close up, face, happy, pinches cheek, photograph, hyper realistic",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
realistic photo of street fighter CHUN LI “,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
Elon musk sit inside KFC but eating MCD,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"a wooden Riva speedboat in the bay of Saint Tropez, a young athletic guy in swimwear stearing the boat while a young women is enjoying the view. The water is glistening from the evening sun. Surfers and sailboats in the background. In the style of golden age illustrations, speedpainting, mediterranean-inspired, realistic hyper-detail, cyan and amber, handsome, i cant believe how beautiful this is -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Gaia, a giantic woman with clay and earth skin with moss on it with plants growing all over and hair made of vines and trees, gigantic goddess of earth, titan, gigantic height, full body portrait, oil painting, realistic, 16k -",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"Book open on the side and coming out of it an explosion as if it were an energy tree mixed with fantasy characters, charizard, Shiryu",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"ExternalUrl  ultra detailing, ultra realistic, football player, spartak club uniform, red-white t-shirt, red-white shirts, fotball ball, big stadium in background -",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"Genesis II,Prohibited Trees",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"a rich muslim family of 4 with background of cresent moon night. Soft lighting 1DX Mark III, Canon EF 85mm f/1.4 L IS USM Lens, shutter speed 1/125 ,aperture f/11.0, ISO 100, 8k, HD, cinematography, photorealistic, epic composition Unreal Engine, Cinematic, Color Grading, portrait Photography, Ultra-Wide Angle, Depth of Field, hyper-detailed, beautifully color-coded, insane details, intricate details, beautifully color graded, Unreal Engine, Cinematic, Color Grading, Editorial Photography, Photography, Photoshoot, Depth of Field, DOF, Tilt Blur, White Balance, 32k, Super-Resolution, Megapixel, ProPhoto RGB, VR, Halfrear Lighting, Backlight, Natural Lighting, Incandescent, Optical Fiber, Moody Lighting, Cinematic Lighting, Studio Lighting, Soft Lighting, Volumetric, Contre-Jour, Beautiful Lighting, Accent Lighting, Global Illumination, Screen Space Global Illumination, Ray Tracing Global Illumination, Optics, Scattering, Glowing, Shadows, Rough, Shimmering, Ray Tracing Reflections, Lumen Reflections, Screen Space Reflections, Diffraction Grading, Chromatic Aberration, GB Displacement, Scan Lines, Ray Traced, Ray Tracing Ambient Occlusion, Anti-Aliasing, FKAA, TXAA, RTX, SSAO, Shaders, OpenGL-Shaders, GLSL- Shaders, Post Processing, Post-Production, Cel Shading, Tone Mapping, CGI, VFX, SFX, insanely detailed and intricate, hypermaximalist, elegant, hyper realistic, super detailed, dynamic pose, photography -",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"Beautiful woman doctor sitting in a French café with ipad, sipping her coffee, she looks happy and serene, VISUAL STYLE Warm colors, TIME PERIOD Present day, COLOR Warm, ASPECT RATIO 169, FORMAT Landscape, FRAME SIZE Medium, LENS SIZE 50mm, COMPOSITION Centered, LIGHTING Well-lit, LIGHTING TYPE Natural, TIME OF DAY Daytime, ENVIRONMENT Interior, LOCATION TYPE French Café, SET Cozy, CAMERA Canon DSLR, LENS 50mm lens, FILM STOCK / RESOLUTION High resolution, TAGS happy, earphones, listening to podcast. -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"ExternalUrl  Disney handsome man, black hair, wear glasses, edge light, soft focus, wonderland ,background, light and dark contrast, 3d pixar character style, cinema light, ip pop mart, cool asian man, smile, happy -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"cute, water-color, animated baby peacock clipart, baby shower invitation template",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"a sprinter running into acloud of code, futuristic, clean, minimalistic, transparent background, limited color palette, ilustration, digital art -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"a 2030 BMW concept four door sedan 5 series with modern design cues based on BMW E12. Modern, concept car. Photorealistic. Car show display photoshoot -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
ExternalUrl  3DS Max +,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"My little ponies, lisa frank, cute, fantasy, biomechanical, weapons, tart -",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"ExternalUrl  positive woman hero in a blue latex attractive futuristic wizard dress with stars and sparkles wearing a large flowing silk cape with flowers and sports boots standing on a wet floor, crepuscular rays, full body view, full character view, huge attractive brest, very athletic, muscular long legs, deep v sleeveless top, small rodent at her feet, facing the camera, dunes in the background, hyperrealistic, photorealistic -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"realistic t-Rex,dj, nightclub, lit red neon. Holographic",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
macro sea corals close up hd 8k 5 -,0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"father and child measuring height at the door vector flat illustration zdj, in the style of disney colors, lush and detailed, emotional imagery wlop, hannah flowers, soft- edged",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"Create a logo emblem with the letters S and A in thrash metal style, bold, angular shapes, surounded by a snake",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
macdonald logo if they were selling only meat,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"red human heart in fire with a golden simple crown with a cross, beautiful, realistic, high quality, high definition",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"ukraine, kiev, old style, people, walk at streets, rain, umbrella",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"A grayscale coloring page of an elegant woman with beautiful icing flowers and an elaborate house made of cupcake in her hair, in the style of ray caesar, black and white line drawing, detailed world-building, rococo-inspired details, patrick brown, anne geddes, golden age aesthetics, adult coloring page -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
fox women cosplay -,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"superman walking on the street full body with the cake in his hands, back view, realistic",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"a current transformer fishing with a nuclear plant in the background, futuristic, 4k",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"A hyper realistic Close up Illustration of J Cole in flashy clothing from the early 1970s. He is wearing sunglasses looking down at his chest. Behind him is a big music studio. Detailed rendering, vibrant colors, cinematic and ethereal lighting. Leave space above him for a headline. 58 mm f/1.4. -",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
tooth fairy high resolution poster for dental reception waiting room colourful child friendly,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
hariyama the pokemon in steel form,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"A hyper realistic Close up Illustration of Miles Davis in flashy clothing from the early 1970s. He is wearing sunglasses looking down at his chest. Behind him is a large oak tree on a hill with a wide variety of bizarre trumpet shaped fruits growing on it. The fruits are bizarre trumpets. The fruits are of many colors. Detailed rendering, vibrant colors, cinematic and ethereal lighting. Leave space above him for a headline. 58 mm f/1.4. -",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
a modern concept for a BMW 5 series 4 door sedan based on BMW e12. Photorealistic concept car. Photoshoot -,0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
visual encoding occult symbolism grimoire primitive shaman witches ritual golden thread death cult rebirth collage cerebus -,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"ExternalUrl  a hyper-realistic illustration of the attached portrait. Wearing the same clothes, looking away from the camera, white white background, vibrant green color touches, cinematic, the sky is the center of the image",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"ExternalUrl  In 1998 China, a 60-year-old Chinese grandmother and a 5-year-old Chinese woman photography 8k front full length shot bright -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"take a full-body portrait of a woman coming out of a lake transparent fabric covers her wet uncovered body, Pre-Raphaelites, hyperrealistic, very detailed , 8k -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"A creative image of a person writing an endless stream of glowing words and symbols and hieroglyphs on a transparent, floating light stream , moving all around him like a spiral , in the style of surrealism -",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"cat sleep in big pile of cotton wool, cartoon style,",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
ExternalUrl  a hyper realistic photography of a happy smiling group of women smiling and having fun on a beach in 1955. They are all wearing 1955 style swimming suits. It is a sunny windy day and their hair is moving with the wind. They are tanned. Strong facial expression. History femphotos. Richly detailed. Topcor 58 mm f/1.4. Candid shot. Vintage light. -,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"dollar bill icon, doodle style, print, t-shirt",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"etheral, looking from a huge italian style city under it, large cross shaped spaceship floating high in the air, clear blue sky, large glowing cross on the spaceship, realistic, -",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"Creative album cover, super sharp details, Amazing art design, 16k, high quality, cyberpunk, galactic,",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"ExternalUrl  little cute woman, big smiling face, brown short hair, 3d character from Disney Pixar, super detail , gradient background, soft colors, fine luster, blender, soft lighting, anime, art, ip, blind box , divine, cinematic edge lighting, 8k -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"ExternalUrl  make her twin brother with black hair, stubble, wearing a black leather jacket, 8k, ultrarealistic",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"cute dollar bill icon, doodle style",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"ExternalUrl  having a coffee in a bar in Paris, realistic, happy people",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Chevrolet Tahoe 2023 in a beautiful oasis in the middle of the desert and tent the background,sunset, 8k, hyper-detailed -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"six twisted street lamps with a orb at the top, very colorful and modern designed",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"ExternalUrl  ExternalUrl ExternalUrl ctual Genuine True-to-life Accurate Believable Plausible Credible Verifiable Faithful Real Lifelike Naturalistic Unembellished Verisimilar Naiad Mermaid Siren Oceanid Undine Water spirit Aqua diva River nymph Sea sprite Hydrophile goddess Lake maiden Tethys Amphitrite Flowers cinematic ancing Perfectly symmetrical black woman in sundress Goddess of fire golden sun shot on a sony mirrorless camera, dslr, 50mm lens f/ 2. 8, ulltra detailed, 8k, at night v 5 hope joy vivacious night club dancing flames african healthy photorealistic -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"close up of white cream, aesthetic",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"Ads Stock Footage, Documentary Photo, Full body Shot, 70-year-old mother and her 25-year-old daughter seen from behind looking at each other on the balcony of a shopping center, Mall spot, Natural lighting, warm light, 5mm lens-",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
three wilted roses dropped onto a sidewalk at night as a well dressed young woman walks away from the scene -,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
lambs head Japanese art style clouds monochrome -,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
a judo pretty woman with a yellow belt inside a circle,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"ExternalUrl , documentary photo, medium shot, smiling while eating in a restaurant, natural lighting, high contrast, 35mm lens, -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
drunk Trump -,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
ExternalUrl  ExternalUrl ,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"labrador and beagle mix, light brown fur, looking out window, photorealistic, vibrant, well lit room",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"an ultrarealistic photo of the most amazing chocolate cake on a plate with chocolate sauce cream Photorealistic, extremely detailed, Shot on a Hasselblad, ISO 100, professional color grading, Soft shadows, sharp focus, High-end retouching, cinematic lighting, Award winning photography, Advertising photography, Commercial photography 8k photo-",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
deezy in the style of a cannabis company logo,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
ADM in the style of soccer sport company logo,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"Arsene Lupin jumping over rooftops in Paris, Arsene Lupin is semi Feline semi human. in this hyper realistic photo. -",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
Munchmate in the style of a beef jerky company logo,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"a cute mascot for a cameraman,simple,vector art, flat design",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
i want a dumpling personified to be smiling as it is dunked in soy sauce with chopsticks. This should be an image for 1 -3 year olds.,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"men on top of a very old ship, throwing a man overboard, in the sea a whale is thrown with its mouth open to swallow the man who is falling, storm, rain, wind, air, lightning, thunder, storm, ship old wooden, hyper realistic, ultra high definition, 8k, 4K/",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"emoji spritesheet, flat illustration of a violet pansy flower, 2d, minimalist, modern art, 8k, clean background",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"middle aged man, closed eyes, deep meditation, with a futuristic meditation headset on forehead, with blue background, DNA ribbons are vertically floating in background -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"a mid-morning scene in a beautiful kitchen with a mom feeding a baby in a white and wood munchkin highchair a bottle of milk. photorealistic, lifestyle advertising style, no products",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"A woman and tomatoes depicted in Banksys style, youthful, vibrant, balanced, high-key lighting.",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"A logo with a J in it, dark purple steel letter J, purple steel black and dark matt, a J shape on black matt, dark teal and grey, angular geometry, minimalism, Letter J",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
realistic cherries with smiling faces and afros -,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"A farmer depicted in Banksys style, rural, gritty, asymmetric, low-key lighting.",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
Wooper the Pokemon in Edvard Munch The Scream,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
a latin american street -,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"Durga (Hindu) Goddess of war and destruction of evil with 8 arms , walking with Tiger and lion cinematic lighting -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"A wide shot of a sleek, lightning blue microcar, eco-friendly and luxurious, parked in a modern urban cityscape, daytime, perfect weather, sporty and dependable, photographed off-center, high-quality, cinematic, advertisement style, with gleaming details and captivating reflections shot with Canon EOS 5D Mark IV, 18mm lens, f/2.4, ISO 100. -",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
Hudson,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"architectural watercolour rendering of a busy big box shopping centre with a crowded parking lot, sunny day, high definition, -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"a bull in suits trading forex , full realistic , 4k",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"ExternalUrl  Cartoon style, drawed",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"banksy style, black and white, black background, dog wearing sunglasses -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
photorealistic cigarette smoke flowing nicely black and white,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"colouring pages of wattle trees, black lines, no background, low detail, -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
Still frame from a horror movie. In a modest minimal apartment in Los Angeles a grinning Bradley Cooper sitting on the bed wearing a black business suit during a warm sunrise. The warm sun shines through the window curtains lighting the room. Full Frame Arri Alexa. -,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
Pixar style dj panda wearing fat gold chain,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"An image of a group of people seated around a table, engaged in a discussion related to credit portfolios and risk management -",1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
the transformation from behavioral data to a customer as human being phototealistic 4k,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"group of 20 rockabilly zombies, Texas city, dramatic lighting, Cold palette, oil painting — at 53",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
ExternalUrl  dressed as julius ceasar standing proud as a roman emperor,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"ExternalUrl , this woman is more skeletal and covered in scorch marks",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
ExternalUrl  drawn the same but in the style of a blueprint illustration,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"a 16-bit adventure game , Bend, oregon a small town surrounded by pine trees with mt bachelor in the background s-",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
watercolor just the stems -,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
ExternalUrl  in a astronaut suit getting ready for his first voyage into space,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
a trad American tattoo concept incorporating the colours of jiujitsu and depicting Count Koma as he travelled the world,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
icon about election and voting,0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"a shot looking in through the entrance gate of a sci-fi radioactive wasteland theme and amusment park in the middle of the nowhere, glowing green radioactive slime, rollercoaster, dramatic intense and dark lighting, in the distance a sand storm brews -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"futurist organic skycraper in the sea, foggy, night with moon light rays",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
"graphic design poster, flying high in Amsterdam -",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"Jewish-European man, 25 years old, black short straight hair haircut style, blue eyes, in sorcerer style, wearing black ancient jew clothes, very rich",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
ExternalUrl  ExternalUrl ,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
"futurist building in the sea, foggy,",0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
ExternalUrl  pattern flowers spring -,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"king ivan the terrible is sitting on the bank of the river, the Volga river, a wooden Orthodox church by the water, a willow tree, its cloudy, its raining, Mythological style extreme long shot photograph, Lomography XPro 200, photorealistic style, ultra realistic, colorful portraits,super detail -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
minimalistic logotype for note sharing web application,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
cute happy grey cat with green eyes licking water out of a champagne glass in the sun of a backyard,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"ExternalUrl  Blonde middle aged woman with white shirt, holding a coffee cup and looking on a laptop screen. She is getting some information from the internet. White living room background. Shallow DOF Friendly, Natural Lighting, Hasselblad X2D 100C, objective 30 mm lens, f 22, 1/1000 second, backlighting -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"A fantastical scene of the Earths multiple moons, with a towering castle perched on a rocky cliff, surrounded by a moat filled with iridescent water. The moons cast a surreal glow on the castle walls and the surrounding landscape, which is filled with strange creatures and plants. In the distance, a city of spires and towers can be seen, bathed in the light of the moons. The atmosphere is mystical, with a sense of otherworldliness. use realistic photography, fujifilm aesthetic",2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
create a white background banner for a YouTube channel dedicated to lifestyle and career development - - v 4,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
ExternalUrl  in a astronaut suit getting ready for his first voyage into space,1,"externalurl, design, logo, color, imag, use, creat, art, vector, line"
hand anatomy of an eight foot bioengineered human space warrior show the bulk of a heavy mulscular hero like frame,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"knights templar dressed in all black Louis Vuitton outfit next to blacked out Mercedes AMG 2022, street style, fashion shoot, powerful, confident, shot on Fujifilm Pro 400H q2 V5",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
"osage native americans in cinematic and photorealistic style, in the 20th century, hyper realisme photorealistic4 realistic2.1 wild west3 direct sunlight2 -",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
arttoy,4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"art minimalistic wave lines, pastel colours, scandinavian design v 5 ar 43",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"a group of animated fruit characters are waiting in a queue. The fruits include apples, bananas, oranges, grapes, and others, all with cute facial expressions and personalities. The line appears to be moving slowly, and the fruits are growing increasingly impatient. The apples are tapping their feet, the bananas are checking their watches, and the oranges are rolling their eyes. As they wait, the fruits engage in small talk and gossip with one another. The grapes are giggling about something, while the watermelons are grumbling about how long the line is taking. Overall, the scene is playful and whimsical, with bright colors and fun animations. It is a lighthearted representation of the everyday experiences of waiting in line, with a humorous twist.",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
"professional lighting, light on face, depth of field, an american attractive 20 year old realistic beautiful women, drinking a gobiotix green drink, full body, tan complexion, Super Detail, Full Color, ultra-realistic photograph, hyper realistic, super detailed, dynamic pose, photography, 16k -",3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
rancid tim Armstrong operation ivy power ranger red Mohawk fighting,0,"detail, color, photographi, 8k, light, illumin, ray, grade, cinemat, trace"
being dead inside and wearing a mask with a smile; a divorced 40 year old man; jean basquiat style,3,"woman, wear, man, photo, hair, look, externalurl, face, shot, camera"
smart gummy duck talk with men developer,2,"color, imag, eye, scene, man, creat, light, detail, captur, surround"
"wave line illustration, big,",4,"book, illustr, art, woman, cat, color, play, man, dog, cartoon"
