Prompt,Dominant_Topic,Keywords
2027 YAMAHA MT09 MODEL,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
single idea for streetwear brand logo,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"But the evil Gaspard A very jealous old owl Learning that, he is angry Since then, every night He proclaims his wrath.",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"the ringtail, striking black and white striped tails, Grand Canyon National Park, sharp focus, cinematic shot -",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
San Francisco street. Young blonde woman skateboarding. In the style of Charles Harker.,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"sticker pig Moebius comic drawing style post apocalyptic punk happy black and white photo realistic high detail, white background, cyberpunk cute and happy minimalism, contemporary -",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"F1 car in New York City, professional color grading, soft shadows, no contrastt, clean sharp focus, magazine photography",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
ExternalUrl  show the front view of the animal and add 2 long long teeth and one horn,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"springtime writing circle in a city, women, hundertwasser",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
to love the times we have black and white scary story -,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
a noir image of a samurai warrior getting ready for battle -,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"man drawing cat door design on paper, a room with messy furniture, 8k",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
for coloring Red fox jumping in a puddle,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
a 4 years old girls bedroom with her father standing in the doorway while she is sitting on the floor playing. she is wearing pajamas. she looks up at him. the room has a window and outside the sun is shining. two birds are outside singing while sitting on a tree. branch.childrens book style .,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"Greeting card as an architectural sketch, architectural dimensions, dimensions details, muslim style, Muslim crescent, crescent moon, sketch style, white background, colorful, with an uppercase phrase, 4k, ultra detailed -",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
logo for HR company working in IT in flat UI,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"Scene of several man marble angels in the air, interacting with each other, only one full body and pointing with the arm down at an angle of 45°, all looking down, all dressed in robes, black and white, very real, creation of Adam, Sistine Chapel, Bernini style. -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"Greeting card as an architectural sketch, architectural dimensions, dimensions details, muslim style, Muslim crescent, crescent moon, sketch style, white background, colorful, with an uppercase phrase, 4k, ultra detailed -",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"purple, aggressive, muscular, pig head, wild pig, angry, realistic, dramatic,",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
tranparent vintage tshirt design image of a reggae themed sunflower,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
a logo of a doorway with two doors in the shape of faces looking at each other. The door is open. One is the face of a man and the other a woman. The faces are in the style of ancient greek sculpture.,4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
logo for a company called seeds and beans,4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
Jesus in starfleet uniform from star trek,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
a business card with a background of pink banknotes and the initials L A arranged in the center of the card in the same way as the letters of the logo of the louis vuitton brand,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"A Victorian vintage room, rustic, floral flowers, studio lighting, hyperrealistic, photorealistic, highly detailed, 8K, -",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
ExternalUrl  as dora the explorer,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"ExternalUrl  broad chested, wearing business casual short sleeve, button up shirt, sitting at table with laptop in blurred foreground",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
40 year old woman of middle eastern appearance with long black curly hair. Close up view. She is wearing a first century ivory colored linen robe wearing a long scarlet red first century robe over it. There is a desert landscape behind her. photo realistic,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"A portrait of the 14 year old president of usa in 1925, masterpeice, highly detailed, q 4",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
aliens from mars,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
brain 3d,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"Inspired by An_Kle pencil drawing illustrations, back to school clipart, backpack, cartoon, playfull, happiness, colorfull, hyper realistic, isolate on white background",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"Realistic, african outdoor bar called ENB, cocktail atmosphere, dj, drinks, with young african girls, young african boys,music -",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"a picture of forest animals dancing, peacocks, parrots, canes, woodpeckers, langurs, brown squirrels -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"empty product display podium , orange color, cinematic shoot , ultra ,orange color background , 8k , high detailed , v__5",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"a realistic dragon with cyberpunk upgrades, cyberpunk-city in the background -",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
ExternalUrl  ExternalUrl n oasis,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"common tern, lino cut style, detailed, 8k",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"leonardo DiCaprio jordan belfort looking man man, tan skin, street style, fashion shoot, powerful, confident, Augusta masters looming blurred slightly in background, golfing with wife looks beautiful and Gucci outfit, photo appears was shot on Fujifilm Pro 400H -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"a logo for the 2036 summer Olympics in Cairo, 5 Professional Logo Design6 sleek, modern, memorable, simple, scalable, vector graphics, Adobe Illustrator, professional, corporate, award-winning, glibatree style4 badge icon, logo, on black background3 word art, text, lettering-4 deformed, cartoonish-2 -",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
best quality vector wall art panda,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"the advertisement for the lamington in australia, in the style of meticulous still lifes, light gold and beige, the stars art group (xing xing), authentic expressions, bo chen, voluminous mass -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"coloring book page of A countryside house with a garden full of flowers and butterflies, black and white cute -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"a muscular man model wearing man scouts uniform with transparent layers and translucent textures with specks of colors on the clothes that looks like octopus skin, highly detailed fabric, redwood forest setting, shot on Nikon L35AF on Kodak Portra 800 film, 8k, -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
Two-Tone Comic Book Illustrations in the style of Butcher Billy. planet earth from above-,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
ExternalUrl  ExternalUrl ,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
photography logo,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
This woman 20 years old in Mexico flag outfit playing banjo and dancing with friends. ExternalUrl ,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
ExternalUrl  farewell,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"A 169 portrait of Shaka Zulu. Surrounded by fire. Cinematic, Photorealistic, dynamic pose and composition, epic, ISO 9000, shutter-speed 1/125, shot on film, f/1.3, 200k -",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"Editorial Style Photo, Low Angle, modern Home Office, wood Shelves, white walls, Metal, Edison Bulbs, Task Lighting, Light and airy, morning, Productive, Minimalistic, Functional, 4k -",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"cute american model wearning white hoodie, no text on hoodie, front wide angle pose, standing in newyork Cinematic, Photorealistic, dynamic pose and composition, epic, ISO 9000, shutter-speed 1/125, shot on film, f/1.3, 200k -",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"A 169 portrait of a modern day African American witchdoctor from 2023. Dressed in a suit, wearing sunglasses. He is walking through New Orleans at night. Cinematic, Photorealistic, dynamic pose and composition, epic, ISO 9000, shutter-speed 1/125, shot on film, f/1.3, 200k -",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"ExternalUrl  as a website landing page, navigation menu, ui, ux, ui/ux, graphic novel style as [ExternalUrl ",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"a professional photo of a beautiful woman, half face tiger, cinematic, a sketchy peony flower in the hop left of head, wavy heat, hd, 4k,",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"coloring book page of a lovely baby donkey in a field. simple lines, no shading. black and white -",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"Darw B M C, health art style, circle, 3 color max, transparent background,",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
ExternalUrl  ExternalUrl ,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"skeleton with long white hair and sunglasses, and he wears ruined rockstar clothes and carries an electric guitar. shadows, Cinematic lighting, sci-fi, star wars style, ultra realistic, Higly detailed",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"book cover, a cave that represents the exit of the human being from the womb. A dystopian scenario. -",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
transport company name WIRTUS on a white background,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
woman wearing a strapless black top + eye contact + full body pose arms crossed on her chest + red hair and dark-green eyes + candlelight and intimate setting + oil painting style + lots of detail + very detailed shadows,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"oil painting, still life,easy, flower, no glass -",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"ExternalUrl  75mm full body wide-shot photograph, A model wearing fashion inspired by persian fractal and mosaic-based architecture. -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"ExternalUrl  in the style of star wars, illustrate a teenaged pink skinned woman with smooth mid-length horns on top of head, sneaky expression, holding a tablet in a cyberpunk city, dark green tank top, sci fi, ralph mcquarrie, star wars, resembling cote de pablo2",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
dystopian future wide angle sci-fi cinematic hd -,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
ExternalUrl  a whitepaper mock-up for 6 pages -,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"cinematic, hyperrealistic, human made out of mexican marigold, orange glow, some hummingbirds and monarch butterflyes flying, gold particles, dark background-",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
a realistic sketch. Minimalist. Of a flying dove -,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
photorealistic picture of a lazy 23 year old hot gothic woman laying down on a scummy couch with bummy baggy clothes on. In front of her there is a coffee table with a smoking cigarette stub laying in a glass ash tray. The coffee table also has bunch of other junk laying there as well. The room is dimly lit by the day light coming in through the curtains and candles of various lengths placed in various places in teh room. The focus should be on the goth woman with medium to large aperature size on the camera. -,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
A smartphone with a 3d holographic user interface with a face of an Android artificial intelligence assistant on display. Vital information monitoring. Futuristic design. High detailed. Photo-realistic,0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"japanese woman on unicycle surrounded by food, anime, immense detail -",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
foosball,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
super realistic wide picture a man walking on the beach with her black dog on sunset,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"Chinese woman with dark brown hair and black eyes. This woman is smiling, wearing short sleeve, fashionable with heavy make-up. Picture should be transparent background, green and brown muted color palette, Alphonse Mucha style, circle with leaves or flowers",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
boho wall art abstract,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
blond young woman,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
neo-tribal bio prehispanic gorgeous young couple -,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"Knight with a sword and a shield in front of a monster, very detailled, inside castle background, in dark fantasy style, full body, high quality",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
motivational t-shirt design about a skull and cash using the colors a0bdd5 blue Black and Neon White,0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
cartoon real estate agent in wyoming based on ExternalUrl ,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"photo of a human rat walking in new-york wearing black dress, glasses and airpods.",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"Abstract circle, representing Indigenous wisdom and storytelling, surrounded by subtle, natural elements, a serene and harmonious atmosphere, soft, warm lighting gently illuminating the design, -",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"ExternalUrl  ExternalUrl ExternalUrl e layer, ski, insulation, futuristic, women, layer design, minimal, hper detail, -",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"greek war goddess, beautiful, gorgeous, epic, hiper realistic, 8k -",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
photorealistic picture of kanye west and angela merkel serving fries and ice cream in a mc donalds in 8k in an old ugly store in germany -,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
jowell y randy artist custom jacket,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
Greetings word. A Happy Birthday Card that says Greetings and features a Llama,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
a mushrrom shaped gym. Located in the middle of a mushroom town. Pixar style,4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
ExternalUrl  ExternalUrl ,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
The desire for a couple reunion,4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
ExternalUrl  ExternalUrl ,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
ExternalUrl  natural style of leonid afremov wallpaper HD 8K -,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
logo of name Fadeout/futuristic/ metallic color,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
a tank shaped coffee cup 2d art logo,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"an orca whale jumping from inside a glass bottle positioned on the left side of the scene to a glass filled with water positioned on the right side of the scene, on top of a wooden table, white background",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"An adventure themed poster of 5 pacific northwest students looking out over the ocean from the shore flying small simple drones, and working with computers and drawing materials. -",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
gym in the mountains -,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"Create a comic-style yet realistic illustration of the Crypt Keeper, the host from Tales from the Crypt, wearing 3D glasses with one lens cracked and broken. From the broken lens, a worm is crawling out and eating popcorn from the bucket held by the Crypt Keeper. The laughing Crypt Keepers tongue is also protruding from its mouth. The overall image should combine the comic style with elements of realism, resulting in a visually striking and unique piece of art.",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"International Womens Film Festival, Banksy Style",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"horrifying mutated medieval human black limbs, shadows, medieval",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
balance between healthy food and health in traditionnal chinese medecine way,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"the Black Briar mead logo, line drawing detailed.",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
ExternalUrl  vibrant colors,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"isometric, jcore, hundreds of homes, seattle landscape, maginificent sunset, mt. rainier in background, spaceneedle in background, scale to fit all details and input",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
3d chinese dragon in the style of peter max -,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"ExternalUrl , standing in the forest, -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"the shade of a couple, man and woman, hugging each other, a dog and two gravel bikes standing in front of snow covered mountains at night. Northern lights in the sky. Low angle, fill light, off camera remote flash. High definition, high detail 1920px width 1080px height",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"a realistic full body photo for a beautiful and confident woman sitting on a bench in a park in the evening sun. She is a mature woman. She is reading a book. She have white long-sleeve shirt, bottoms downs and blue jeans. There is a big basket with some wild flowers in the bench, at the left of the woman. The basket has a bow with pink ribbon. Use a Nikon D 850 DSLR cámara with 200mm zoom lens at F1.2 aperture setting to isolate the subject. Use midjourney with v5 with photorealism mode turned on",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"jean baptiste grenouille designs perfumes in his very old fragrance workshop, ultra realistic. -",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"a totally black wolf with a white chest patch walking towards the camera in snow covered mountains at night. Northern lights in the sky. Low angle, fill light, off camera remote flash. High definition, high detail. -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"hair care brand with 6 luxury gold only product bottles , no logo, gold tops, include 12oz bottles, 12oz bottle, 10oz oil sheen can, 10oz gel jar, 4oz after shave, 4oz pomade, 2oz black oil bottle woth a gold top . product is in a spa background on rocks or wood trays on a green or grey background",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"two attractive masculine man friends accidentally touch hands while eating a piece of pizza at a restaurant. They share an awkward moment together, smiling. Cinematic, high contrast, epic detail. v 5 169",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"platinum blonde rogue, deranged, smirk, disheveled, two swords, d&d character art, time swirl background, glow blue, epic lighting",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"Real estate photograph of an brutalist concrete house, minimal, modern home with three connected buildings, large glass windows, wood accents, large front doors in a city -",2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"ExternalUrl , Maze, Impossible Geometry, Mc Escher, Surreal Photography Within A Glass Sphere, Diorama, Ruins And Debris , Cyberpunk Lights, synthwave, Digital Painting, Digital Illustration, Extreme Detail, Digital Art, 4k, Ultra Hd, Fantasy Art, Hyper Detailed, Hyperrealism, Elaborate, Vray, Unreal engine",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"beautiful persephone glowing pink leans in to kiss a large and handsome Hades who glows dark blue, black flames surround the two forbidden lovers, ancient greece, John William Waterhouse",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
pine tree scenic coloring pages,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
wisdom of the crowd smartly dressed main character 169 landscape -,4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
image ratio 4x3 clean simole white floor and wall bright sunlight white veneer triangle on floor cast shadow on wall,2,"externalurl, imag, room, creat, window, paint, live, wall, use, work"
"Create a gloomy, melancholic and ancient atmosphere by utilizing the falling leaves Utilize contrast in light and shadow and color to create a strong visual impact Capture the motion and flow of the warriors dance with the sword in a dynamic and expressive way, inspired by Kurosawas style. -",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"leather cover of an old book with ornamental details. Its on top of a rustic wooden table. Cinematic lighting, Post Production, Megapixel, Photorealistic, insanely detailed, Kodak portra 800, 14mm f1. 8, ar 916 -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
ExternalUrl  sitting on a patio wearing a satin hair bonnet / model photo / 85 mm zeiss lens / bokeh / sony a7r 4 / multiple shots,4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
a field full of flowers with an elf hugging an orv,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"high detailed render beauty cute flowers1 magic butterflies corgi head painting oil paint pallet knife, brushstrokes, streaks of paint expressive, texture -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"isometric view, top down shooter, tron, crisp, 8k, minecraft, flat surface, no buildings, grid view, voxels, game",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"black red and white go kart on red background, in the style of bold patterns and typography, stylish design, stark visuals, #screenshotsaturday, large-scale photography, sanriocore, -",1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
megane 4 rs without logo renault street night light réalistic sony A7R3 ZEISS,4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"ExternalUrl  self confident women, very detaild skin, 40 years old, luxury office -",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
the ibm quantum computer with a cozy green knitted sweater,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"Cartoon, graduation cap, owl, stack of books, plumeria flowers, glitter background, university",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"anthrophomorphic red fox in leather armor, sheathed sword, green patterned cloak, standing in forest prepared for battle, 3d, photo-realistic, ultra, ultra details, beautiful colors, ultrahd, cinematic lightingreal vivid, complex details, beautifully colored, Unreal Engine, Cinematic, Color Grading, Editorial Photography, Photography, Shooting, Depth of Field, DOF, Tilt Blur, White Balance, 32k, Super - Resolution, Megapixel, ProPhoto RGB, Halfrear Lighting, Backlight, Natural Lighting, Incandescent, Fiber Optic, Moody Lighting, Cinematic Lighting, Studio Lighting, Soft Lighting, Volumetric, Contre - Jour, Beautiful Lighting, Accent Lighting, Global Lighting, Global Screen Space Lighting, Global Lighting Ray Tracing, Optical, Scatter, Radiant, Shadows, Coarse, Glitter, Ray Tracings Reflections, Lumen Reflections, Screen Reflections, Diffraction Gradation, Chr Aberration omatics, GB displacement, anti - aliasing, FK AA, TXAA, RTX, SSAO, Shaders, OpenGL - Shaders, GLSL - Shaders, Post - processing, Post - production, Cel Shading, Tone Mapping, CGI, VFX, SFX, incredibly detailed and complex, 8K, landscape, really high, dark foggy mood hyperreal, octane render, surreal engine, light twilight, 8k, movie character, 35mm lens, cinematography, film photography, canon image",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
beautiful muscular woman warrior fighting giant spider in jungle dramatic lighting Vallejo style -,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"Cinematic, Close-Up Shot, 35mm film still of girls hand touching a car, brown skin tone, colorful Colombian town, Getsemani Cartagena, natural lighting, natural lighting, heavenly glow, curiosity. -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
an abstract visual representation of the concept of intense focus,0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"3d block diagram of tilted subsurface stratigraphic trap. Claymation, 8k, - - v 7, - - s 500",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
"spongebob dancing on the dance floor, gradient blue purple portrait high details, high resolution, super detailed, intricate details, high details, high resolution, 8k render artful bokeh depth of field, Melancholic, 4k, 8k, cinematic lighting, professionally retouched, dramatic lighting, emotional, highly detailed, intricate, elite, luxury, realistic, cinematic, hypermaximalist, elegant, ornate, hyper textured, colored, insane details, depth of field background, artful bokeh depth of field, artstation, deviantart, photorealistic + ultra detailed + cinematic scene + smooth + sharp features + sharp focus, insanely detailed and intricate, hypermaximalist, elegant, ornate, hyper realistic, super detailed, clear glass reflection, subsurface scattering, photo realism, warner brothers pictures, Ray Tracing Reflections, Anti - Aliasing, FXAA, TXAA, RTX, SSAO, Photography, hypermaximalist, artful bokeh depth of field, Natural Lighting, intricate details, epic movie scene, commercial professional photography, visualization most artistic way, breathtaking composition, hyper realistic, professional photography, insanely detailed and intricate, highly detailed, intricate details, Ultra Quality Award - winning Photography, Ray Tracing Reflections, hypermaximalist, hypermaximalist, hypermaximalist, focus, -",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"hedgehog in the forest with a mushroom, 8k, blender, high resolution, super detailed, intricate details, high details, high resolution, 8k render artful bokeh depth of field, Melancholic, 4k, 8k, cinematic lighting, professionally retouched, dramatic lighting, emotional, highly detailed, intricate, elite, luxury, realistic, cinematic, hypermaximalist, elegant, ornate, hyper textured, colored, insane details, depth of field background, artful bokeh depth of field, artstation, deviantart, photorealistic + ultra detailed + cinematic scene + smooth + sharp features + sharp focus, insanely detailed and intricate, hypermaximalist, elegant, ornate, hyper realistic, super detailed, clear glass reflection, subsurface scattering, photo realism, warner brothers pictures, Ray Tracing Reflections, Anti - Aliasing, FXAA, TXAA, RTX, SSAO, Photography, hypermaximalist, artful bokeh depth of field, Natural Lighting, intricate details, epic movie scene, commercial professional photography, visualization most artistic way, breathtaking composition, hyper realistic, professional photography, insanely detailed and intricate, highly detailed, intricate details, Ultra Quality Award - winning Photography, Ray Tracing Reflections, hypermaximalist, hypermaximalist, hypermaximalist, focus -",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"Generate a description of a barbell that is being broken apart, emitting beautiful floral patterns as it shatters. -",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"ExternalUrl , Cyborg,scifi,black chrome metal with elements of green,transparent eyes with blue undertones, incredibly detailed, sharpness of details, cinematic shooting, cinematography, photorealistic, modern composition, Unreal Engine, cinematography, color correction, portrait shooting, ultra-wide angle, depth of field, hyperdetailed, beautiful colors, complex detail, beautiful colors, Unreal Engine, cinematic, color gradation, editorial photography, photo shoot, depth of field, DOF, tilt blur, white balance, ultra-high resolution, megapixel, ProPhoto RGB, VR, neon blue lighting, cinematic lighting, studio lighting, Volumetric, Contrast, Global screen space lighting, Global ray tracing lighting, Optics, Dispersion, Brightness, Shadows, Roughness, Glare, Ramp reflections, Lumen reflections, Screen space reflections, Diffraction gradation, Chromatic aberration, GB offset, Scan lines, Ramp tracing, Ramp tracing, Ambient occlusion, Anti-aliasing, FKAA, TXAA, RTX, SSAO, Shaders, OpenGL - Shaders, GLSL - Shaders, Post Processing, Post Production, Cel Shading, Tone mapping, CGI, VFX, SFX, insanely detailed and complex, hyper-maximalist, elegant, hyper-realistic, super-detailed, dynamic pose, photography, ultra-realistic rendering -",0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
Long kyanite crystals from Brazil,3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
realistic 4k a small yellow duck walking on grass near pond,5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"rottweiler with wheels as feet, 4K, -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
"Photograph by Gabriele Viertel woman floating in the air above a pond in a forest, gray atmosphere, very cloudy sky, volumetric light, very detailed, hyperrealism, bland colors, wide view, close to the ground, 4K, -",5,"color, paint, tree, 8k, art, photo, externalurl, light, detail, sky"
cyberpunk robot pope Francis,0,"detail, photographi, color, ray, illumin, 8k, reflect, grade, cinemat, trace"
"Dark King, trone in Backround, King has a red and gold armor, heroic phantasy style, Armor is gigantic, king wear gauntlet -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
"rabbit princess doing magic, niji-5",3,"woman, externalurl, cartoon, 8k, detail, hair, 3d, art, color, charact"
modern company logo for software studio called Hatch use black and blue -,1,"color, logo, design, use, imag, creat, vector, captur, illustr, scene"
"Indigo and infrared, BEAUTIFUL BLACK WOMEN, batard Amazon Capitch K-Rol Julien D Fleur S’kysoku Dani cosmic R.K Project ram aries Géotik Toxyblue Souled disease from union Salem Aube sauvage Orl Khaitchenko 0 Bertrand Namahita Ekinox 1 Rec/angle Rap Asmik Jahman , care, family, celestial punks -",4,"man, look, face, wear, woman, eye, hair, sit, portrait, hand"
